,timestamp,PM2.5,humidity,temperature
0,27/05/2020 12:00,29.27,62.91,30.18
1,27/05/2020 13:00,29.93,62.71,30.46
2,27/05/2020 14:00,31.37,65.73,29.92
3,27/05/2020 15:00,31.98,67.98,29.63
4,27/05/2020 16:00,34.87,69.93,29.28
5,27/05/2020 17:00,36.87,71.93,28.87
6,27/05/2020 18:00,40.77,70.49,29.63
7,27/05/2020 19:00,41.37,73.83,28.34
8,27/05/2020 20:00,43.07,75.28,28.03
9,27/05/2020 21:00,48.95,75.66,27.95
10,27/05/2020 22:00,48.68,75.4,28.13
11,27/05/2020 23:00,50.36,75.5,28.25
12,28/05/2020 00:00,54.11,77.95,27.95
13,28/05/2020 01:00,56.66,78.52,27.98
14,28/05/2020 02:00,46.85,76.74,28.47
15,28/05/2020 03:00,42.16,76.41,28.46
16,28/05/2020 04:00,40.63,75.37,28.35
17,28/05/2020 05:00,39.67,74.48,28.2
18,28/05/2020 06:00,42.83,76.95,27.8
19,28/05/2020 07:00,49.48,77.11,28.28
20,28/05/2020 08:00,52.23,75.12,28.28
21,28/05/2020 09:00,42.33,71.51,28.98
22,28/05/2020 10:00,43.02,69.4,29.84
23,28/05/2020 11:00,39.51,66.89,30.49
24,28/05/2020 12:00,38.5,61.11,31.49
25,28/05/2020 13:00,37.75,63.01,31.23
26,28/05/2020 14:00,40.43,60.46,31.94
27,28/05/2020 15:00,43.52,57.38,32.92
28,28/05/2020 16:00,42.16,53.47,34.47
29,28/05/2020 17:00,46.47,57.19,33.41
30,28/05/2020 18:00,49.39,61.23,32.17
31,28/05/2020 19:00,55.03,62.96,31.83
32,28/05/2020 20:00,45.47,64.55,31.32
33,28/05/2020 21:00,40.79,65.12,30.79
34,28/05/2020 22:00,45.45,68.36,30.28
35,28/05/2020 23:00,40.83,71.94,29.76
36,29/05/2020 00:00,34.79,74.33,29.72
37,29/05/2020 01:00,38.55,76.9,29.32
38,29/05/2020 02:00,45.23,77.95,29.09
39,29/05/2020 03:00,44.52,78.18,29.08
40,29/05/2020 04:00,44.75,78.72,29.04
41,29/05/2020 05:00,45.4,78.64,29.15
42,29/05/2020 06:00,41.75,78.3,29.05
43,29/05/2020 07:00,42.19,77.83,29.11
44,29/05/2020 08:00,45.49,77.71,29.09
45,29/05/2020 09:00,47.87,75.75,29.89
46,29/05/2020 10:00,44.29,73.28,30.5
47,29/05/2020 11:00,39.93,70.14,31.33
48,29/05/2020 12:00,38.27,66.68,32.29
49,29/05/2020 13:00,32.81,58.88,33.87
50,29/05/2020 14:00,31.33,55.07,34.98
51,29/05/2020 15:00,29.99,52.28,35.95
52,29/05/2020 16:00,29.13,50.39,37.07
53,29/05/2020 17:00,30.38,50.6,37.57
54,29/05/2020 18:00,31.68,56.01,35.9
55,29/05/2020 19:00,34.52,64.45,33.32
56,29/05/2020 20:00,32.48,65.19,32.23
57,29/05/2020 21:00,32.78,65.85,31.51
58,29/05/2020 22:00,37.96,68.34,31.25
59,29/05/2020 23:00,39.28,71.83,31.04
60,30/05/2020 00:00,35.82,73.94,30.75
61,30/05/2020 01:00,32.0,74.78,30.55
62,30/05/2020 02:00,29.82,76.2,30.4
63,30/05/2020 03:00,27.09,76.62,30.23
64,30/05/2020 04:00,26.53,76.69,30.23
65,30/05/2020 05:00,25.35,77.62,30.15
66,30/05/2020 06:00,25.58,79.28,30.06
67,30/05/2020 07:00,28.2,78.83,30.33
68,30/05/2020 08:00,34.4,75.04,31.08
69,30/05/2020 09:00,35.71,70.18,31.99
70,30/05/2020 10:00,35.06,63.73,33.13
71,30/05/2020 11:00,28.79,59.2,33.63
72,30/05/2020 12:00,26.21,53.95,34.39
73,30/05/2020 13:00,25.39,48.74,36.13
74,30/05/2020 14:00,25.45,45.87,37.39
75,30/05/2020 15:00,24.81,43.41,38.57
76,30/05/2020 16:00,25.13,43.43,38.98
77,30/05/2020 17:00,24.53,39.62,40.82
78,30/05/2020 18:00,28.92,50.67,36.86
79,30/05/2020 19:00,35.23,55.15,35.06
80,30/05/2020 20:00,44.73,59.43,33.57
81,30/05/2020 21:00,47.77,62.91,32.95
82,30/05/2020 22:00,41.71,71.25,31.17
83,30/05/2020 23:00,26.98,70.93,31.08
84,31/05/2020 00:00,31.2,71.68,31.22
85,31/05/2020 01:00,34.63,75.81,30.99
86,31/05/2020 02:00,26.6,77.26,30.95
87,31/05/2020 03:00,22.73,77.91,30.93
88,31/05/2020 04:00,23.07,78.64,30.78
89,31/05/2020 05:00,24.19,79.23,30.72
90,31/05/2020 06:00,28.98,79.02,30.68
91,31/05/2020 07:00,38.38,77.71,30.91
92,31/05/2020 08:00,54.07,74.11,31.57
93,31/05/2020 09:00,58.3,69.94,32.6
94,31/05/2020 10:00,39.79,62.31,33.61
95,31/05/2020 11:00,31.5,56.52,34.56
96,31/05/2020 12:00,29.73,54.06,35.62
97,31/05/2020 13:00,24.39,49.96,36.38
98,31/05/2020 14:00,23.57,49.29,36.67
99,31/05/2020 15:00,21.68,47.04,36.88
100,31/05/2020 16:00,21.09,45.08,37.29
101,31/05/2020 17:00,22.54,41.75,39.8
102,31/05/2020 18:00,25.26,50.42,36.92
103,31/05/2020 19:00,28.19,53.01,35.55
104,31/05/2020 20:00,42.88,59.98,34.47
105,31/05/2020 21:00,54.43,63.68,33.77
106,31/05/2020 22:00,68.82,65.25,33.23
