,timestamp,PM2.5,humidity,temperature
0,27/05/2020 12:00,30.68,62.5,30.64
1,27/05/2020 13:00,30.67,61.98,30.67
2,27/05/2020 14:00,31.38,66.02,29.98
3,27/05/2020 15:00,32.44,69.0,28.95
4,27/05/2020 16:00,34.7,69.0,28.49
5,27/05/2020 17:00,36.78,75.37,27.68
6,27/05/2020 18:00,40.73,73.54,28.08
7,27/05/2020 19:00,43.34,77.98,27.3
8,27/05/2020 20:00,45.39,78.44,27.0
9,27/05/2020 21:00,46.58,81.24,26.81
10,27/05/2020 22:00,49.18,80.68,26.98
11,27/05/2020 23:00,46.46,80.29,27.1
12,28/05/2020 00:00,50.02,81.68,26.98
13,28/05/2020 01:00,50.23,82.91,26.83
14,28/05/2020 02:00,52.52,82.9,26.88
15,28/05/2020 03:00,44.85,82.18,26.97
16,28/05/2020 04:00,43.22,81.95,26.89
17,28/05/2020 05:00,41.7,81.78,26.67
18,28/05/2020 06:00,62.81,88.7,26.03
19,28/05/2020 07:00,57.69,84.64,26.9
20,28/05/2020 08:00,66.33,82.62,27.17
21,28/05/2020 09:00,47.44,77.26,27.94
22,28/05/2020 10:00,38.78,72.08,28.89
23,28/05/2020 11:00,36.94,66.82,30.39
24,28/05/2020 12:00,38.27,65.66,30.59
25,28/05/2020 13:00,36.47,67.49,30.1
26,28/05/2020 14:00,37.61,64.21,30.88
27,28/05/2020 15:00,39.88,61.56,31.52
28,28/05/2020 16:00,42.79,61.11,31.85
29,28/05/2020 17:00,45.08,62.44,31.78
30,28/05/2020 18:00,45.57,65.52,30.85
31,28/05/2020 19:00,52.15,67.16,30.58
32,28/05/2020 20:00,44.6,69.04,30.07
33,28/05/2020 21:00,46.23,70.78,29.4
34,28/05/2020 22:00,50.93,74.58,28.87
35,28/05/2020 23:00,38.63,76.73,28.6
36,29/05/2020 00:00,35.93,81.07,28.09
37,29/05/2020 01:00,41.69,84.13,27.64
38,29/05/2020 02:00,44.79,84.32,27.62
39,29/05/2020 03:00,44.55,85.11,27.44
40,29/05/2020 04:00,45.28,86.31,27.3
41,29/05/2020 05:00,47.55,87.02,27.26
42,29/05/2020 06:00,44.28,86.47,27.24
43,29/05/2020 07:00,39.44,84.19,27.68
44,29/05/2020 08:00,43.08,84.19,27.77
45,29/05/2020 09:00,43.55,82.45,28.38
46,29/05/2020 10:00,40.32,77.79,29.58
47,29/05/2020 11:00,34.47,72.63,30.81
48,29/05/2020 12:00,35.43,69.83,31.73
49,29/05/2020 13:00,33.13,62.35,33.43
50,29/05/2020 14:00,30.6,56.98,34.48
51,29/05/2020 15:00,29.77,55.13,35.12
52,29/05/2020 16:00,29.58,56.8,34.7
53,29/05/2020 17:00,31.27,60.11,34.18
54,29/05/2020 18:00,32.35,63.83,33.41
55,29/05/2020 19:00,34.66,69.75,31.83
56,29/05/2020 20:00,33.55,68.13,31.11
57,29/05/2020 21:00,34.83,69.95,30.11
58,29/05/2020 22:00,37.27,70.99,29.83
59,29/05/2020 23:00,39.34,75.34,29.47
60,30/05/2020 00:00,38.88,80.57,28.93
61,30/05/2020 01:00,37.23,83.06,28.55
62,30/05/2020 02:00,33.85,84.71,28.35
63,30/05/2020 03:00,30.92,85.33,28.18
64,30/05/2020 04:00,30.89,85.88,28.07
65,30/05/2020 05:00,29.28,86.17,28.05
66,30/05/2020 06:00,29.93,87.61,28.04
67,30/05/2020 07:00,31.43,85.84,28.6
68,30/05/2020 08:00,34.53,81.43,29.61
69,30/05/2020 09:00,36.58,73.63,31.26
70,30/05/2020 10:00,35.11,66.64,32.68
71,30/05/2020 11:00,30.59,61.61,33.38
72,30/05/2020 12:00,28.82,56.23,34.1
73,30/05/2020 13:00,27.79,51.8,35.09
74,30/05/2020 14:00,27.76,50.08,35.89
75,30/05/2020 15:00,27.28,48.27,36.88
76,30/05/2020 16:00,27.58,50.8,36.06
77,30/05/2020 17:00,26.62,50.78,35.99
78,30/05/2020 18:00,29.88,58.38,34.01
79,30/05/2020 19:00,36.68,60.98,33.43
80,30/05/2020 20:00,49.51,66.74,31.51
81,30/05/2020 21:00,45.83,72.1,30.43
82,30/05/2020 22:00,38.87,79.77,28.48
83,30/05/2020 23:00,27.28,79.08,28.39
84,31/05/2020 00:00,31.95,80.56,28.63
85,31/05/2020 01:00,36.94,84.83,28.66
86,31/05/2020 02:00,29.14,86.3,28.73
87,31/05/2020 03:00,25.35,87.44,28.65
88,31/05/2020 04:00,26.63,87.45,28.61
89,31/05/2020 05:00,29.66,87.89,28.48
90,31/05/2020 06:00,34.75,87.64,28.55
91,31/05/2020 07:00,47.11,85.03,29.06
92,31/05/2020 08:00,53.3,79.23,30.38
93,31/05/2020 09:00,52.34,73.73,31.79
94,31/05/2020 10:00,40.91,64.5,33.45
95,31/05/2020 11:00,34.0,59.4,34.26
96,31/05/2020 12:00,30.79,55.81,35.05
97,31/05/2020 13:00,26.81,53.52,35.45
98,31/05/2020 14:00,25.56,50.78,36.19
99,31/05/2020 15:00,23.72,49.55,35.97
100,31/05/2020 16:00,23.7,48.77,35.89
101,31/05/2020 17:00,25.58,53.37,35.71
102,31/05/2020 18:00,26.98,55.75,34.9
103,31/05/2020 19:00,30.48,56.03,34.53
104,31/05/2020 20:00,47.08,62.1,33.71
105,31/05/2020 21:00,61.29,67.08,32.76
106,31/05/2020 22:00,77.66,69.93,32.02
107,31/05/2020 23:00,50.35,68.18,31.59
108,01/06/2020 00:00,31.37,67.16,31.26
109,01/06/2020 01:00,30.1,69.26,30.68
110,01/06/2020 02:00,28.64,69.49,30.29
111,01/06/2020 03:00,28.58,71.93,29.88
112,01/06/2020 04:00,28.24,71.29,29.71
113,01/06/2020 05:00,27.69,72.63,29.49
114,01/06/2020 06:00,28.33,73.27,29.54
115,01/06/2020 07:00,29.86,74.87,29.92
116,01/06/2020 08:00,28.74,68.64,31.18
117,01/06/2020 09:00,28.1,61.98,32.78
118,01/06/2020 10:00,28.04,58.72,33.53
119,01/06/2020 11:00,27.33,54.48,34.32
120,01/06/2020 12:00,26.39,51.54,35.21
121,01/06/2020 13:00,26.08,50.47,35.73
122,01/06/2020 14:00,25.91,47.66,37.05
123,01/06/2020 15:00,24.91,47.02,36.99
124,01/06/2020 16:00,25.03,46.6,37.38
125,01/06/2020 17:00,25.4,50.15,36.21
126,01/06/2020 18:00,25.78,67.15,28.53
127,01/06/2020 19:00,24.89,69.27,28.68
128,01/06/2020 20:00,33.13,71.2,29.03
129,01/06/2020 21:00,32.24,76.43,28.32
130,01/06/2020 22:00,33.33,75.09,28.65
131,01/06/2020 23:00,33.93,76.55,28.63
132,02/06/2020 00:00,29.63,80.29,28.49
133,02/06/2020 01:00,34.0,82.68,28.21
134,02/06/2020 02:00,39.6,82.37,28.23
135,02/06/2020 03:00,35.98,80.61,28.39
136,02/06/2020 04:00,39.87,81.04,28.59
137,02/06/2020 05:00,46.68,83.17,28.38
138,02/06/2020 06:00,46.95,81.13,28.53
139,02/06/2020 07:00,37.65,74.93,29.48
140,02/06/2020 08:00,38.71,72.25,30.14
141,02/06/2020 09:00,43.73,69.78,31.18
142,02/06/2020 10:00,27.23,56.73,32.86
143,02/06/2020 11:00,26.94,53.33,33.96
144,02/06/2020 12:00,26.79,52.15,34.93
145,02/06/2020 13:00,25.46,49.83,35.67
146,02/06/2020 14:00,25.08,47.22,37.1
147,02/06/2020 15:00,24.46,44.19,37.83
148,02/06/2020 16:00,24.51,44.33,37.61
149,02/06/2020 17:00,24.66,49.02,35.76
150,02/06/2020 18:00,26.91,69.07,29.95
151,02/06/2020 19:00,28.43,57.62,30.95
152,02/06/2020 20:00,36.39,64.9,30.6
153,02/06/2020 21:00,73.63,71.75,29.99
154,02/06/2020 22:00,81.53,77.04,29.68
155,02/06/2020 23:00,66.65,78.6,29.9
156,03/06/2020 00:00,60.49,79.86,29.82
157,03/06/2020 01:00,39.11,76.82,30.07
158,03/06/2020 02:00,31.13,73.68,29.95
159,03/06/2020 03:00,29.57,74.1,29.78
160,03/06/2020 04:00,28.08,74.84,29.58
161,03/06/2020 05:00,27.15,73.61,29.61
162,03/06/2020 06:00,28.73,74.75,29.47
163,03/06/2020 07:00,30.43,74.83,30.35
164,03/06/2020 08:00,31.25,68.85,31.61
165,03/06/2020 09:00,30.58,60.22,33.19
166,03/06/2020 10:00,28.66,55.12,33.92
167,03/06/2020 11:00,30.68,56.73,34.15
168,03/06/2020 12:00,32.3,53.49,35.85
169,03/06/2020 13:00,32.38,52.89,35.88
170,03/06/2020 14:00,30.63,49.52,37.1
171,03/06/2020 15:00,28.98,46.46,37.99
172,03/06/2020 16:00,33.74,50.69,36.92
173,03/06/2020 17:00,32.84,53.13,35.65
174,03/06/2020 18:00,36.03,56.27,35.14
175,03/06/2020 19:00,44.33,62.52,33.64
176,03/06/2020 20:00,59.12,65.81,32.28
177,03/06/2020 21:00,56.17,68.28,31.42
178,03/06/2020 22:00,49.23,70.54,30.78
179,03/06/2020 23:00,39.43,73.03,30.48
180,04/06/2020 00:00,33.26,74.98,30.32
181,04/06/2020 01:00,29.56,78.48,29.91
182,04/06/2020 02:00,27.58,82.38,29.47
183,04/06/2020 03:00,26.64,82.67,29.43
184,04/06/2020 04:00,26.82,83.07,29.32
