,timestamp,PM2.5,humidity,temperature
0,27/05/2020 12:00,22.07,57.48,32.78
1,27/05/2020 13:00,22.92,58.18,32.1
2,27/05/2020 14:00,23.67,64.61,30.53
3,27/05/2020 15:00,24.37,69.68,29.64
4,27/05/2020 16:00,27.0,71.72,29.18
5,27/05/2020 17:00,28.38,72.65,28.46
6,27/05/2020 18:00,30.55,69.05,29.85
7,27/05/2020 19:00,36.49,76.87,27.83
8,27/05/2020 20:00,42.12,80.35,27.26
9,27/05/2020 21:00,36.33,79.81,27.28
10,27/05/2020 22:00,40.51,80.87,27.29
11,27/05/2020 23:00,46.08,82.23,27.19
12,28/05/2020 00:00,49.19,82.8,27.12
13,28/05/2020 01:00,51.84,84.11,26.95
14,28/05/2020 02:00,46.56,83.56,27.06
15,28/05/2020 03:00,51.3,83.35,27.09
16,28/05/2020 04:00,45.24,84.8,26.83
17,28/05/2020 05:00,48.42,85.79,26.68
18,28/05/2020 06:00,43.2,85.73,26.73
19,28/05/2020 07:00,48.06,82.93,27.57
20,28/05/2020 08:00,40.38,77.87,28.63
21,28/05/2020 09:00,27.91,70.69,29.63
22,28/05/2020 10:00,25.87,64.8,31.33
23,28/05/2020 11:00,26.06,59.86,32.79
24,28/05/2020 12:00,27.13,61.04,32.28
25,28/05/2020 13:00,25.19,62.44,31.88
26,28/05/2020 14:00,26.89,59.71,32.85
27,28/05/2020 15:00,27.36,57.06,33.27
28,28/05/2020 16:00,30.05,56.83,33.82
29,28/05/2020 17:00,32.11,53.43,35.43
30,28/05/2020 18:00,37.76,61.72,32.33
31,28/05/2020 19:00,40.88,65.4,31.41
32,28/05/2020 20:00,52.85,70.92,30.31
33,28/05/2020 21:00,45.53,70.94,29.64
34,28/05/2020 22:00,41.03,74.58,29.18
35,28/05/2020 23:00,38.49,77.91,28.66
36,29/05/2020 00:00,37.99,81.68,28.14
37,29/05/2020 01:00,41.01,82.59,28.0
38,29/05/2020 02:00,40.17,83.94,27.72
39,29/05/2020 03:00,46.3,88.63,27.08
40,29/05/2020 04:00,44.19,88.52,27.06
41,29/05/2020 05:00,46.46,88.08,26.59
42,29/05/2020 06:00,40.06,87.93,26.77
43,29/05/2020 07:00,36.8,85.94,27.64
44,29/05/2020 08:00,37.05,84.54,27.9
45,29/05/2020 09:00,36.43,81.24,29.16
46,29/05/2020 10:00,31.49,75.08,30.77
47,29/05/2020 11:00,27.73,69.82,32.03
48,29/05/2020 12:00,26.01,63.97,34.01
49,29/05/2020 13:00,25.24,55.59,36.32
50,29/05/2020 14:00,23.82,51.45,37.07
51,29/05/2020 15:00,23.11,46.63,39.13
52,29/05/2020 16:00,22.99,44.53,40.08
53,29/05/2020 17:00,25.37,47.7,39.23
54,29/05/2020 18:00,28.39,57.91,35.6
55,29/05/2020 19:00,35.45,67.61,32.53
56,29/05/2020 20:00,33.54,67.47,31.18
57,29/05/2020 21:00,33.36,70.11,30.23
58,29/05/2020 22:00,35.98,73.19,29.74
59,29/05/2020 23:00,33.08,73.18,29.73
60,30/05/2020 00:00,35.3,79.3,29.35
61,30/05/2020 01:00,31.58,79.8,29.16
62,30/05/2020 02:00,30.27,82.55,28.83
63,30/05/2020 03:00,29.26,84.34,28.41
64,30/05/2020 04:00,26.89,83.84,28.48
65,30/05/2020 05:00,26.97,85.34,28.24
66,30/05/2020 06:00,26.5,86.16,28.23
67,30/05/2020 07:00,27.03,83.7,29.18
68,30/05/2020 08:00,26.78,75.03,31.43
69,30/05/2020 09:00,27.44,67.51,33.51
70,30/05/2020 10:00,25.13,62.1,34.55
71,30/05/2020 11:00,24.08,56.67,35.44
72,30/05/2020 12:00,22.48,49.72,36.88
73,30/05/2020 13:00,22.17,44.62,39.16
74,30/05/2020 14:00,21.61,42.35,39.8
75,30/05/2020 15:00,21.38,44.64,39.26
76,30/05/2020 16:00,21.57,44.48,39.61
77,30/05/2020 17:00,21.36,40.69,41.14
78,30/05/2020 18:00,24.34,50.26,37.21
79,30/05/2020 19:00,53.39,58.23,33.83
80,30/05/2020 20:00,58.63,69.55,31.87
81,30/05/2020 21:00,56.78,82.56,29.34
82,30/05/2020 22:00,25.19,84.62,27.93
83,30/05/2020 23:00,20.75,81.59,27.98
84,31/05/2020 00:00,23.0,80.7,28.38
85,31/05/2020 01:00,27.85,84.42,28.23
86,31/05/2020 02:00,30.63,87.26,28.36
87,31/05/2020 03:00,23.52,88.33,28.55
88,31/05/2020 04:00,24.05,88.82,28.6
89,31/05/2020 05:00,26.62,88.83,28.5
90,31/05/2020 06:00,30.33,88.76,28.46
91,31/05/2020 07:00,33.26,85.01,29.66
92,31/05/2020 08:00,39.09,76.78,31.66
93,31/05/2020 09:00,36.75,68.4,33.69
94,31/05/2020 10:00,29.88,59.33,35.51
95,31/05/2020 11:00,26.94,54.43,36.93
96,31/05/2020 12:00,22.02,48.67,38.23
97,31/05/2020 13:00,21.27,47.93,38.93
98,31/05/2020 14:00,19.86,44.83,39.17
99,31/05/2020 15:00,19.14,45.73,38.53
100,31/05/2020 16:00,19.2,45.43,38.17
101,31/05/2020 17:00,20.53,46.53,39.13
102,31/05/2020 18:00,22.54,54.8,35.82
103,31/05/2020 19:00,25.89,60.49,34.43
104,31/05/2020 20:00,35.94,64.24,33.64
105,31/05/2020 21:00,51.33,68.44,32.73
106,31/05/2020 22:00,66.18,70.62,32.17
107,31/05/2020 23:00,47.68,70.04,31.72
108,01/06/2020 00:00,27.25,69.46,31.18
109,01/06/2020 01:00,22.59,66.79,30.83
110,01/06/2020 02:00,22.57,70.38,30.16
111,01/06/2020 03:00,22.45,71.39,29.9
112,01/06/2020 04:00,22.87,75.31,29.15
113,01/06/2020 05:00,22.18,72.23,29.43
114,01/06/2020 06:00,23.25,73.26,29.44
115,01/06/2020 07:00,25.78,73.02,30.08
116,01/06/2020 08:00,24.6,68.57,31.99
117,01/06/2020 09:00,22.56,58.0,34.63
118,01/06/2020 10:00,22.91,52.68,36.15
119,01/06/2020 11:00,21.08,47.17,37.68
120,01/06/2020 12:00,19.98,44.17,38.74
121,01/06/2020 13:00,20.38,42.51,40.13
122,01/06/2020 14:00,19.78,39.63,41.27
123,01/06/2020 15:00,19.32,36.69,42.81
124,01/06/2020 16:00,19.33,35.19,43.75
125,01/06/2020 17:00,20.28,45.5,38.08
126,01/06/2020 18:00,19.88,78.05,27.55
127,01/06/2020 19:00,21.75,78.25,27.6
128,01/06/2020 20:00,23.38,84.38,27.71
129,01/06/2020 21:00,26.75,82.07,27.84
130,01/06/2020 22:00,27.63,80.79,28.2
131,01/06/2020 23:00,29.7,78.82,28.57
132,02/06/2020 00:00,26.34,81.95,28.27
133,02/06/2020 01:00,25.86,84.08,28.16
134,02/06/2020 02:00,29.06,84.71,28.01
135,02/06/2020 03:00,31.47,85.4,28.04
136,02/06/2020 04:00,30.78,84.76,28.08
137,02/06/2020 05:00,35.51,85.64,28.03
138,02/06/2020 06:00,41.78,84.49,28.29
139,02/06/2020 07:00,40.37,79.22,29.52
140,02/06/2020 08:00,40.45,77.97,30.28
141,02/06/2020 09:00,34.98,69.23,32.37
142,02/06/2020 10:00,22.89,55.86,35.0
143,02/06/2020 11:00,21.78,50.55,36.52
144,02/06/2020 12:00,21.18,46.31,38.1
145,02/06/2020 13:00,20.48,42.53,39.71
146,02/06/2020 14:00,20.2,40.0,40.95
147,02/06/2020 15:00,19.67,35.83,42.49
148,02/06/2020 16:00,19.68,32.88,44.1
149,02/06/2020 17:00,21.47,49.59,37.67
150,02/06/2020 18:00,22.45,56.52,33.34
151,02/06/2020 19:00,30.34,57.87,31.62
152,02/06/2020 20:00,41.16,66.41,30.72
153,02/06/2020 21:00,62.03,71.72,30.3
154,02/06/2020 22:00,95.99,76.33,30.03
155,02/06/2020 23:00,81.01,79.18,30.01
156,03/06/2020 00:00,63.62,80.3,29.98
157,03/06/2020 01:00,43.08,79.28,29.95
158,03/06/2020 02:00,28.7,76.87,29.8
159,03/06/2020 03:00,25.88,76.12,29.44
160,03/06/2020 04:00,25.04,77.01,29.25
161,03/06/2020 05:00,24.65,78.2,29.07
162,03/06/2020 06:00,25.27,78.55,29.05
163,03/06/2020 07:00,25.16,74.41,30.36
164,03/06/2020 08:00,25.51,65.38,33.05
165,03/06/2020 09:00,24.08,56.41,35.14
166,03/06/2020 10:00,23.27,49.44,36.62
167,03/06/2020 11:00,24.36,48.42,37.73
168,03/06/2020 12:00,25.98,46.3,38.94
169,03/06/2020 13:00,24.73,43.68,40.1
170,03/06/2020 14:00,23.32,41.79,40.93
171,03/06/2020 15:00,22.93,37.14,43.0
