,timestamp,PM2.5,humidity,temperature
0,27/05/2020 12:00,18.8,63.19,30.29
1,27/05/2020 13:00,16.7,60.18,30.76
2,27/05/2020 14:00,21.52,66.38,30.1
3,27/05/2020 15:00,26.03,71.16,29.15
4,27/05/2020 16:00,26.44,69.97,29.28
5,27/05/2020 17:00,31.29,74.77,28.57
6,27/05/2020 18:00,35.44,76.49,28.42
7,27/05/2020 19:00,36.73,77.24,27.96
8,27/05/2020 20:00,38.67,78.07,27.58
9,27/05/2020 21:00,36.42,78.16,27.57
10,27/05/2020 22:00,40.13,78.19,27.69
11,27/05/2020 23:00,45.18,79.58,27.61
12,28/05/2020 00:00,46.03,80.43,27.57
13,28/05/2020 01:00,46.93,82.13,27.39
14,28/05/2020 02:00,43.19,82.63,27.26
15,28/05/2020 03:00,53.91,81.96,27.13
16,28/05/2020 04:00,89.06,79.68,27.23
17,28/05/2020 05:00,53.57,78.67,26.89
18,28/05/2020 06:00,45.11,79.05,26.93
19,28/05/2020 07:00,51.35,78.48,27.51
20,28/05/2020 08:00,43.93,75.93,28.32
21,28/05/2020 09:00,46.39,73.48,29.08
22,28/05/2020 10:00,39.06,69.86,29.95
23,28/05/2020 11:00,38.09,68.03,30.72
24,28/05/2020 12:00,36.28,62.83,31.66
25,28/05/2020 13:00,32.4,63.21,31.39
26,28/05/2020 14:00,38.54,59.84,32.47
27,28/05/2020 15:00,35.95,58.6,33.04
28,28/05/2020 16:00,37.49,59.05,33.16
29,28/05/2020 17:00,39.28,62.48,32.42
30,28/05/2020 18:00,45.57,64.53,31.63
31,28/05/2020 19:00,54.28,68.17,31.05
32,28/05/2020 20:00,42.17,69.08,30.39
33,28/05/2020 21:00,38.5,71.32,29.67
34,28/05/2020 22:00,45.06,74.34,29.15
35,28/05/2020 23:00,35.71,76.63,28.9
36,29/05/2020 00:00,27.96,79.85,28.64
37,29/05/2020 01:00,31.56,83.83,28.03
38,29/05/2020 02:00,35.77,84.02,28.08
39,29/05/2020 03:00,42.2,86.11,27.83
40,29/05/2020 04:00,53.03,87.21,27.71
41,29/05/2020 05:00,55.93,87.67,27.56
42,29/05/2020 06:00,56.68,87.7,27.52
43,29/05/2020 07:00,48.88,84.55,28.26
44,29/05/2020 08:00,45.22,83.23,28.63
45,29/05/2020 09:00,47.84,87.34,28.37
46,29/05/2020 10:00,38.5,78.89,30.18
47,29/05/2020 11:00,33.62,71.71,31.84
48,29/05/2020 12:00,32.53,67.31,33.01
49,29/05/2020 13:00,30.6,59.08,35.04
50,29/05/2020 14:00,24.78,57.46,35.19
51,29/05/2020 15:00,21.33,56.34,35.48
52,29/05/2020 16:00,19.1,52.5,37.26
53,29/05/2020 17:00,19.53,54.6,36.69
54,29/05/2020 18:00,23.18,65.01,33.68
55,29/05/2020 19:00,27.49,71.03,31.99
56,29/05/2020 20:00,28.48,73.38,30.79
57,29/05/2020 21:00,27.76,75.33,29.98
58,29/05/2020 22:00,30.26,79.28,29.54
59,29/05/2020 23:00,29.7,82.65,29.17
60,30/05/2020 00:00,27.41,83.73,28.98
61,30/05/2020 01:00,29.28,86.26,28.8
62,30/05/2020 02:00,25.33,87.41,28.67
63,30/05/2020 03:00,20.45,88.63,28.34
64,30/05/2020 04:00,16.1,89.04,28.22
65,30/05/2020 05:00,14.65,89.72,28.07
66,30/05/2020 06:00,14.49,89.7,28.22
67,30/05/2020 07:00,17.25,86.21,29.31
68,30/05/2020 08:00,21.33,80.83,30.54
69,30/05/2020 09:00,26.27,75.05,31.68
70,30/05/2020 10:00,27.93,69.71,32.93
71,30/05/2020 11:00,25.25,65.69,33.88
72,30/05/2020 12:00,19.36,56.53,35.0
73,30/05/2020 13:00,14.4,47.26,36.73
74,30/05/2020 14:00,15.39,46.59,37.3
75,30/05/2020 15:00,14.43,43.21,38.68
