timestamp,PM2.5,humidity,temperature
2020-05-27 12:00:00,47.209701475064286,77.27572649572656,26.740942622950854
2020-05-27 13:00:00,47.209701475064286,77.27572649572656,26.740942622950854
2020-05-27 14:00:00,47.209701475064286,77.27572649572656,26.740942622950854
2020-05-27 15:00:00,47.209701475064286,77.27572649572656,26.740942622950854
2020-05-27 16:00:00,47.209701475064286,77.27572649572656,26.740942622950854
2020-05-27 17:00:00,47.209701475064286,77.27572649572656,26.740942622950854
2020-05-27 18:00:00,28.94,71.42,29.03
2020-05-27 19:00:00,42.08,75.67,27.97
2020-05-27 20:00:00,50.98,78.68,27.47
2020-05-27 21:00:00,39.08,78.7,27.39
2020-05-27 22:00:00,38.44,78.71,27.46
2020-05-27 23:00:00,42.63,79.27,27.38
2020-05-28 00:00:00,54.08,80.43,27.23
2020-05-28 01:00:00,55.2,81.23,27.13
2020-05-28 02:00:00,48.23,79.68,27.47
2020-05-28 03:00:00,50.6,79.46,27.46
2020-05-28 04:00:00,57.06,83.08,27.18
2020-05-28 05:00:00,64.48,84.4,26.88
2020-05-28 06:00:00,69.18,84.83,26.73
2020-05-28 07:00:00,55.99,81.2,27.51
2020-05-28 08:00:00,49.88,76.54,28.13
2020-05-28 09:00:00,31.77,73.2,28.97
2020-05-28 10:00:00,23.2,67.85,29.95
2020-05-28 11:00:00,22.46,62.78,31.36
2020-05-28 12:00:00,23.91,60.58,32.09
2020-05-28 13:00:00,21.28,60.96,32.12
2020-05-28 14:00:00,23.59,58.98,32.83
2020-05-28 15:00:00,27.27,56.24,33.7
2020-05-28 16:00:00,30.11,55.23,34.4
2020-05-28 17:00:00,35.64,57.55,33.88
2020-05-28 18:00:00,50.5,62.23,32.14
2020-05-28 19:00:00,61.98,67.3,31.16
2020-05-28 20:00:00,88.49,69.29,30.39
2020-05-28 21:00:00,83.06,71.73,29.73
2020-05-28 22:00:00,59.21,74.53,29.39
2020-05-28 23:00:00,41.17,76.68,29.06
2020-05-29 00:00:00,33.72,81.53,28.51
2020-05-29 01:00:00,41.44,84.28,28.14
2020-05-29 02:00:00,51.31,84.56,28.08
2020-05-29 03:00:00,59.14,86.44,27.81
2020-05-29 04:00:00,56.58,86.73,27.75
2020-05-29 05:00:00,57.26,86.72,27.73
2020-05-29 06:00:00,48.38,85.78,27.76
2020-05-29 07:00:00,38.32,83.92,28.23
2020-05-29 08:00:00,47.37,85.35,28.18
2020-05-29 09:00:00,56.48,80.78,29.38
2020-05-29 10:00:00,27.98,74.03,30.73
2020-05-29 11:00:00,21.93,68.28,32.33
2020-05-29 12:00:00,21.54,62.88,34.18
2020-05-29 13:00:00,14.66,52.18,37.1
2020-05-29 14:00:00,14.04,51.93,37.23
2020-05-29 15:00:00,10.37,47.64,38.88
2020-05-29 16:00:00,10.1,47.58,39.36
2020-05-29 17:00:00,14.75,52.28,37.75
2020-05-29 18:00:00,21.18,59.14,35.38
2020-05-29 19:00:00,35.39,66.78,32.9
2020-05-29 20:00:00,44.5,66.86,31.49
2020-05-29 21:00:00,41.8,71.34,30.58
2020-05-29 22:00:00,43.28,74.41,30.13
2020-05-29 23:00:00,46.72,77.99,29.93
2020-05-30 00:00:00,38.23,79.91,29.8
2020-05-30 01:00:00,30.13,80.21,29.6
2020-05-30 02:00:00,24.4,81.69,29.38
2020-05-30 03:00:00,19.72,83.63,29.0
2020-05-30 04:00:00,16.74,84.32,28.83
2020-05-30 05:00:00,18.68,85.03,28.66
2020-05-30 06:00:00,20.48,86.19,28.62
2020-05-30 07:00:00,30.74,84.88,29.32
2020-05-30 08:00:00,38.14,79.77,30.57
2020-05-30 09:00:00,27.69,71.95,32.42
2020-05-30 10:00:00,17.43,66.02,33.73
2020-05-30 11:00:00,15.5,61.15,34.95
2020-05-30 12:00:00,12.98,50.92,36.56
2020-05-30 13:00:00,9.15,46.82,37.44
2020-05-30 14:00:00,7.63,46.25,37.83
2020-05-30 15:00:00,5.99,45.26,38.18
2020-05-30 16:00:00,4.91,40.95,40.39
2020-05-30 17:00:00,8.07,44.44,39.43
2020-05-30 18:00:00,17.48,53.24,36.31
2020-05-30 19:00:00,57.38,59.36,34.09
2020-05-30 20:00:00,72.52,68.76,32.19
2020-05-30 21:00:00,64.77,72.21,30.98
2020-05-30 22:00:00,10.58,78.63,29.05
2020-05-30 23:00:00,11.27,78.16,29.14
2020-05-31 00:00:00,13.78,79.27,29.03
2020-05-31 01:00:00,23.43,82.28,28.98
2020-05-31 02:00:00,30.54,84.45,29.19
2020-05-31 03:00:00,11.6,85.73,29.31
2020-05-31 04:00:00,14.17,85.92,29.3
2020-05-31 05:00:00,17.91,86.25,29.2
2020-05-31 06:00:00,23.09,86.98,29.03
2020-05-31 07:00:00,33.77,84.6,29.73
2020-05-31 08:00:00,56.73,79.43,30.75
2020-05-31 09:00:00,49.53,71.97,32.36
2020-05-31 10:00:00,36.72,64.67,34.27
2020-05-31 11:00:00,31.1,58.88,35.91
2020-05-31 12:00:00,19.72,54.08,36.73
