timestamp,PM2.5,humidity,temperature
2021-01-01 00:00:00,62.63,65.2,14.3
2021-01-01 01:00:00,62.9,61.9,14.2
2021-01-01 02:00:00,72.1,57.6,14.0
2021-01-01 03:00:00,79.9,63.7,13.4
2021-01-01 04:00:00,78.8,57.6,12.8
2021-01-01 05:00:00,103.84,56.4,12.4
2021-01-01 06:00:00,84.85,57.6,11.9
2021-01-01 07:00:00,68.3,55.8,11.6
2021-01-01 08:00:00,63.2,47.2,14.2
2021-01-01 09:00:00,45.9,34.4,17.1
2021-01-01 10:00:00,38.6,29.4,18.4
2021-01-01 11:00:00,37.7,27.3,19.3
2021-01-01 12:00:00,46.6,26.6,18.9
2021-01-01 13:00:00,43.4,27.5,18.1
2021-01-01 14:00:00,37.0,26.8,18.2
2021-01-01 15:00:00,35.9,27.7,18.0
2021-01-01 16:00:00,40.1,29.2,17.9
2021-01-01 17:00:00,43.9,30.9,17.5
2021-01-01 18:00:00,67.5,33.8,17.0
2021-01-01 19:00:00,59.9,34.6,16.6
2021-01-01 20:00:00,107.1,44.9,15.9
2021-01-01 21:00:00,110.6,45.3,15.6
2021-01-01 22:00:00,135.1,46.2,15.5
2021-01-01 23:00:00,101.0,42.7,15.5
2021-01-02 00:00:00,172.04,51.0,14.8
2021-01-02 01:00:00,202.01,56.8,14.0
2021-01-02 02:00:00,203.61,61.4,13.5
2021-01-02 03:00:00,180.68,66.2,13.2
2021-01-02 04:00:00,130.69,66.1,13.2
2021-01-02 05:00:00,117.64,70.8,12.8
2021-01-02 06:00:00,165.89,73.4,12.5
2021-01-02 07:00:00,134.79,69.5,12.1
2021-01-02 08:00:00,105.73,53.0,15.1
2021-01-02 09:00:00,118.9,47.8,18.7
2021-01-02 10:00:00,136.3,45.9,19.6
2021-01-02 11:00:00,122.2,39.5,20.7
2021-01-02 12:00:00,94.8,39.1,20.5
2021-01-02 13:00:00,84.9,38.8,19.5
2021-01-02 14:00:00,83.7,38.4,19.5
2021-01-02 15:00:00,83.8,39.2,19.4
2021-01-02 16:00:00,88.7,39.6,19.3
2021-01-02 17:00:00,112.3,41.0,19.1
2021-01-02 18:00:00,124.0,42.2,18.6
2021-01-02 19:00:00,138.0,46.0,18.2
2021-01-02 20:00:00,132.1,44.9,18.2
2021-01-02 21:00:00,149.3,47.6,17.4
2021-01-02 22:00:00,116.39,55.1,16.3
2021-01-02 23:00:00,78.2,60.1,15.9
2021-01-03 00:00:00,80.0,62.8,16.0
2021-01-03 01:00:00,97.39,68.1,15.0
2021-01-03 02:00:00,102.8,70.3,14.6
2021-01-03 03:00:00,99.52,73.3,14.1
2021-01-03 04:00:00,84.19,72.8,14.2
2021-01-03 05:00:00,136.55,72.2,13.9
2021-01-03 06:00:00,125.48,68.0,13.5
2021-01-03 07:00:00,104.69,68.4,13.0
2021-01-03 08:00:00,131.98,60.9,15.5
2021-01-03 09:00:00,135.28,51.2,18.7
2021-01-03 10:00:00,146.3,48.5,20.1
2021-01-03 11:00:00,150.5,46.8,21.3
2021-01-03 12:00:00,141.8,44.9,21.5
2021-01-03 13:00:00,140.2,47.6,20.5
2021-01-03 14:00:00,69.4,44.6,20.2
2021-01-03 15:00:00,66.9,46.7,19.1
2021-01-03 16:00:00,52.1,47.3,18.7
2021-01-03 17:00:00,56.4,48.9,18.3
2021-01-03 18:00:00,63.7,50.4,17.9
2021-01-03 19:00:00,75.78,54.0,17.7
2021-01-03 20:00:00,92.28,55.2,17.6
2021-01-03 21:00:00,84.45,56.0,17.5
2021-01-03 22:00:00,83.35,55.8,17.9
2021-01-03 23:00:00,87.83,57.2,17.4
2021-01-04 00:00:00,108.12,58.0,17.2
2021-01-04 01:00:00,106.15,57.0,17.1
2021-01-04 02:00:00,114.73,55.2,17.1
2021-01-04 03:00:00,110.62,55.9,17.1
2021-01-04 04:00:00,120.12,59.3,17.0
2021-01-04 05:00:00,123.36,62.7,16.8
2021-01-04 06:00:00,110.06,62.8,16.7
2021-01-04 07:00:00,106.23,61.9,16.6
2021-01-04 08:00:00,119.75,60.8,16.8
2021-01-04 09:00:00,112.78,57.2,17.4
2021-01-04 10:00:00,95.93,51.3,18.3
2021-01-04 11:00:00,85.1,45.8,19.5
2021-01-04 12:00:00,85.4,43.5,20.1
2021-01-04 13:00:00,80.3,41.4,20.7
2021-01-04 14:00:00,79.0,40.5,21.1
2021-01-04 15:00:00,85.0,41.4,21.0
2021-01-04 16:00:00,81.5,42.5,20.8
2021-01-04 17:00:00,86.9,43.7,20.5
2021-01-04 18:00:00,112.9,45.9,20.0
2021-01-04 19:00:00,133.8,47.7,19.9
2021-01-04 20:00:00,139.51,55.6,19.2
2021-01-04 21:00:00,172.92,55.6,18.9
2021-01-04 22:00:00,190.35,54.5,18.7
2021-01-04 23:00:00,203.43,54.7,18.5
2021-01-05 00:00:00,161.7,58.0,18.7
2021-01-05 01:00:00,164.15,63.9,18.5
2021-01-05 02:00:00,161.22,67.5,18.3
2021-01-05 03:00:00,161.99,69.8,18.0
2021-01-05 04:00:00,176.28,68.9,18.0
2021-01-05 05:00:00,176.43,70.8,17.9
2021-01-05 06:00:00,249.83,72.3,17.6
2021-01-05 07:00:00,207.23,71.5,17.6
2021-01-05 08:00:00,167.32,67.7,17.8
2021-01-05 09:00:00,202.35,65.7,18.5
2021-01-05 10:00:00,234.02,64.4,19.3
2021-01-05 11:00:00,216.73,61.3,20.1
2021-01-05 12:00:00,208.99,59.9,20.6
2021-01-05 13:00:00,214.46,60.2,20.8
2021-01-05 14:00:00,205.08,62.0,20.2
2021-01-05 15:00:00,168.99,61.7,20.1
2021-01-05 16:00:00,206.66,62.9,20.0
2021-01-05 17:00:00,167.95,63.7,19.9
2021-01-05 18:00:00,137.25,65.1,19.6
2021-01-05 19:00:00,124.39,65.4,19.5
2021-01-05 20:00:00,114.84,67.5,19.2
2021-01-05 21:00:00,106.1,68.8,19.1
2021-01-05 22:00:00,106.17,70.3,19.0
2021-01-05 23:00:00,102.39,72.4,18.7
2021-01-06 00:00:00,102.89,74.0,18.5
2021-01-06 01:00:00,97.67,75.1,18.2
2021-01-06 02:00:00,93.38,73.9,17.9
2021-01-06 03:00:00,95.09,73.4,17.8
2021-01-06 04:00:00,100.05,73.0,17.6
2021-01-06 05:00:00,93.58,72.6,17.4
2021-01-06 06:00:00,93.06,72.2,17.4
2021-01-06 07:00:00,99.38,71.8,17.3
2021-01-06 08:00:00,100.74,71.1,17.7
2021-01-06 09:00:00,96.67,69.1,17.7
2021-01-06 10:00:00,95.48,67.4,17.8
2021-01-06 11:00:00,94.42,63.9,18.1
2021-01-06 12:00:00,95.14,63.3,18.5
2021-01-06 13:00:00,109.03,63.8,19.1
2021-01-06 14:00:00,113.58,64.4,18.9
2021-01-06 15:00:00,113.93,63.4,19.1
2021-01-06 16:00:00,115.67,63.6,18.8
2021-01-06 17:00:00,119.79,64.9,18.5
2021-01-06 18:00:00,123.54,65.5,18.5
2021-01-06 19:00:00,137.78,67.4,18.2
2021-01-06 20:00:00,133.09,69.6,17.6
2021-01-06 21:00:00,138.32,71.0,17.5
2021-01-06 22:00:00,151.72,73.2,17.4
2021-01-06 23:00:00,157.53,72.8,17.5
2021-01-07 00:00:00,155.42,72.6,17.4
2021-01-07 01:00:00,199.79,72.0,17.3
2021-01-07 02:00:00,197.89,72.3,17.2
2021-01-07 03:00:00,151.11,73.4,17.0
2021-01-07 04:00:00,160.11,73.4,16.9
2021-01-07 05:00:00,134.64,71.6,16.7
2021-01-07 06:00:00,135.47,71.1,16.3
2021-01-07 07:00:00,119.9,72.3,15.8
2021-01-07 08:00:00,119.61,77.4,14.9
2021-01-07 09:00:00,114.56,80.0,14.2
2021-01-07 10:00:00,94.34,76.3,14.4
2021-01-07 11:00:00,81.99,74.5,14.6
2021-01-07 12:00:00,59.23,72.8,14.8
2021-01-07 13:00:00,55.9,69.2,15.1
2021-01-07 14:00:00,50.1,67.4,15.4
2021-01-07 15:00:00,43.0,67.3,15.2
2021-01-07 16:00:00,46.5,68.9,14.8
2021-01-07 17:00:00,48.3,69.5,14.6
2021-01-07 18:00:00,43.9,68.8,14.8
2021-01-07 19:00:00,45.7,71.2,14.1
2021-01-07 20:00:00,46.1,72.0,13.8
2021-01-07 21:00:00,36.7,72.4,13.5
2021-01-07 22:00:00,28.7,72.9,13.3
2021-01-07 23:00:00,30.1,73.7,13.2
2021-01-08 00:00:00,28.6,74.7,12.9
2021-01-08 01:00:00,27.6,74.7,12.6
2021-01-08 02:00:00,20.9,71.6,12.6
2021-01-08 03:00:00,13.3,69.1,12.5
2021-01-08 04:00:00,18.1,67.1,12.2
2021-01-08 05:00:00,12.5,68.0,11.9
2021-01-08 06:00:00,9.8,66.3,11.8
2021-01-08 07:00:00,6.9,65.3,11.7
2021-01-08 08:00:00,7.0,66.1,11.6
2021-01-08 09:00:00,9.0,64.9,11.8
2021-01-08 10:00:00,9.3,60.0,12.2
2021-01-08 11:00:00,12.1,56.8,12.6
