timestamp,PM2.5,humidity,temperature
2021-01-01 00:00:00,35.9,57.0,16.1
2021-01-01 01:00:00,34.9,55.4,15.8
2021-01-01 02:00:00,39.5,52.1,15.6
2021-01-01 03:00:00,72.2,59.2,15.0
2021-01-01 04:00:00,78.08,58.3,14.3
2021-01-01 05:00:00,53.5,56.5,13.7
2021-01-01 06:00:00,45.2,55.3,13.3
2021-01-01 07:00:00,55.5,58.1,12.9
2021-01-01 08:00:00,51.6,56.9,12.6
2021-01-01 09:00:00,58.9,47.8,13.5
2021-01-01 10:00:00,33.0,38.9,14.8
2021-01-01 11:00:00,33.4,34.4,16.2
2021-01-01 12:00:00,38.8,26.7,21.0
2021-01-01 13:00:00,36.7,27.3,19.9
2021-01-01 14:00:00,29.1,27.7,19.4
2021-01-01 15:00:00,43.4,27.4,19.5
2021-01-01 16:00:00,32.7,29.8,18.7
2021-01-01 17:00:00,31.7,31.2,18.6
2021-01-01 18:00:00,38.3,33.9,18.2
2021-01-01 19:00:00,46.7,37.0,17.8
2021-01-01 20:00:00,51.2,40.2,17.4
2021-01-01 21:00:00,63.0,42.9,17.2
2021-01-01 22:00:00,74.1,44.1,16.9
2021-01-01 23:00:00,87.0,46.8,16.5
2021-01-02 00:00:00,91.32,51.3,16.1
2021-01-02 01:00:00,100.15,57.7,15.5
2021-01-02 02:00:00,112.9,57.9,15.2
2021-01-02 03:00:00,124.4,59.4,14.8
2021-01-02 04:00:00,100.12,62.5,14.6
2021-01-02 05:00:00,120.41,63.7,14.4
2021-01-02 06:00:00,104.32,63.0,14.1
2021-01-02 07:00:00,75.33,60.6,13.7
2021-01-02 08:00:00,75.14,56.9,14.1
2021-01-02 09:00:00,89.2,60.2,14.6
2021-01-02 10:00:00,104.41,57.9,15.6
2021-01-02 11:00:00,92.4,51.3,17.0
2021-01-02 12:00:00,75.5,40.7,21.2
2021-01-02 13:00:00,66.7,39.1,20.5
2021-01-02 14:00:00,57.4,37.6,20.3
2021-01-02 15:00:00,57.1,37.4,20.4
2021-01-02 16:00:00,63.6,39.3,19.9
2021-01-02 17:00:00,70.7,41.4,19.5
2021-01-02 18:00:00,92.7,44.7,19.0
2021-01-02 19:00:00,102.6,46.2,18.6
2021-01-02 20:00:00,110.5,49.3,18.1
2021-01-02 21:00:00,118.25,50.2,17.8
2021-01-02 22:00:00,93.27,51.8,17.2
2021-01-02 23:00:00,63.6,56.5,16.8
2021-01-03 00:00:00,73.5,60.2,16.5
2021-01-03 01:00:00,77.2,64.2,16.2
2021-01-03 02:00:00,74.08,66.9,15.8
2021-01-03 03:00:00,78.71,69.7,15.4
2021-01-03 04:00:00,87.78,70.9,15.2
2021-01-03 05:00:00,93.04,68.5,14.5
2021-01-03 06:00:00,114.39,67.2,14.1
2021-01-03 07:00:00,130.42,65.9,14.3
2021-01-03 08:00:00,99.06,64.1,15.0
2021-01-03 09:00:00,117.75,65.6,15.6
2021-01-03 10:00:00,115.27,65.5,16.4
2021-01-03 11:00:00,112.15,59.9,17.8
2021-01-03 12:00:00,99.7,45.5,21.8
2021-01-03 13:00:00,105.05,50.1,20.2
2021-01-03 14:00:00,74.2,47.1,20.7
2021-01-03 15:00:00,56.6,45.3,20.3
2021-01-03 16:00:00,47.2,46.8,19.7
2021-01-03 17:00:00,44.5,46.9,19.2
2021-01-03 18:00:00,46.2,47.7,18.8
2021-01-03 19:00:00,48.0,51.9,18.6
2021-01-03 20:00:00,51.0,53.8,18.6
2021-01-03 21:00:00,63.4,55.2,18.5
2021-01-03 22:00:00,71.8,55.7,18.1
2021-01-03 23:00:00,77.25,55.1,17.9
2021-01-04 00:00:00,78.2,54.9,17.8
2021-01-04 01:00:00,99.9,55.4,17.7
2021-01-04 02:00:00,86.05,55.7,17.7
2021-01-04 03:00:00,85.62,57.5,17.5
2021-01-04 04:00:00,99.06,59.4,17.5
2021-01-04 05:00:00,93.29,60.2,17.4
2021-01-04 06:00:00,82.09,61.7,17.3
2021-01-04 07:00:00,76.9,62.4,17.4
2021-01-04 08:00:00,82.44,61.4,17.4
2021-01-04 09:00:00,86.27,59.3,17.9
2021-01-04 10:00:00,106.19,55.0,18.6
2021-01-04 11:00:00,80.6,48.8,19.3
2021-01-04 12:00:00,73.6,45.3,20.0
2021-01-04 13:00:00,68.2,43.1,20.4
2021-01-04 14:00:00,67.4,42.1,20.8
2021-01-04 15:00:00,62.7,42.3,21.1
2021-01-04 16:00:00,64.3,43.1,20.9
2021-01-04 17:00:00,70.3,44.6,20.7
2021-01-04 18:00:00,82.3,46.9,20.3
2021-01-04 19:00:00,121.86,50.3,20.0
2021-01-04 20:00:00,150.23,54.0,19.4
2021-01-04 21:00:00,138.23,56.7,18.9
2021-01-04 22:00:00,129.72,59.8,18.6
2021-01-04 23:00:00,125.35,60.0,18.3
2021-01-05 00:00:00,130.97,60.9,18.4
2021-01-05 01:00:00,136.68,60.9,18.7
2021-01-05 02:00:00,143.94,62.7,18.7
2021-01-05 03:00:00,141.01,65.0,18.7
2021-01-05 04:00:00,154.18,69.8,18.2
2021-01-05 05:00:00,188.57,70.4,18.1
2021-01-05 06:00:00,158.94,70.5,17.9
2021-01-05 07:00:00,136.25,69.0,18.2
2021-01-05 08:00:00,143.25,68.8,18.3
2021-01-05 09:00:00,163.5,70.9,18.4
2021-01-05 10:00:00,154.09,66.5,18.9
2021-01-05 11:00:00,150.28,62.4,19.8
2021-01-05 12:00:00,151.36,61.1,20.2
2021-01-05 13:00:00,158.61,60.9,20.6
2021-01-05 14:00:00,160.93,60.7,20.7
2021-01-05 15:00:00,157.54,60.8,20.6
2021-01-05 16:00:00,147.73,61.4,20.5
2021-01-05 17:00:00,140.59,62.9,20.4
2021-01-05 18:00:00,100.63,63.9,20.3
2021-01-05 19:00:00,93.01,64.8,20.0
2021-01-05 20:00:00,87.88,66.3,19.9
2021-01-05 21:00:00,80.33,67.7,19.7
2021-01-05 22:00:00,79.27,68.5,19.7
2021-01-05 23:00:00,76.82,70.3,19.4
2021-01-06 00:00:00,77.28,72.4,19.2
2021-01-06 01:00:00,72.42,73.0,18.9
2021-01-06 02:00:00,70.35,71.7,18.6
2021-01-06 03:00:00,67.78,71.4,18.4
2021-01-06 04:00:00,71.59,71.6,18.2
2021-01-06 05:00:00,68.48,71.3,18.1
2021-01-06 06:00:00,65.87,70.6,18.1
2021-01-06 07:00:00,68.82,69.9,18.0
2021-01-06 08:00:00,74.72,69.0,18.2
2021-01-06 09:00:00,72.38,67.2,18.3
2021-01-06 10:00:00,71.55,66.0,18.5
2021-01-06 11:00:00,69.75,63.7,18.7
2021-01-06 12:00:00,77.94,65.3,18.8
2021-01-06 13:00:00,78.63,65.1,18.9
2021-01-06 14:00:00,79.02,64.3,19.0
2021-01-06 15:00:00,78.04,63.1,19.3
2021-01-06 16:00:00,80.14,63.1,19.3
2021-01-06 17:00:00,84.55,64.4,19.0
2021-01-06 18:00:00,84.89,65.8,18.7
2021-01-06 19:00:00,93.26,66.4,18.7
2021-01-06 20:00:00,106.03,69.2,18.5
2021-01-06 21:00:00,109.59,71.3,18.3
2021-01-06 22:00:00,105.77,71.8,18.1
2021-01-06 23:00:00,102.11,71.2,18.2
2021-01-07 00:00:00,101.12,70.1,18.3
2021-01-07 01:00:00,119.33,70.9,18.1
2021-01-07 02:00:00,112.43,72.3,17.9
2021-01-07 03:00:00,98.32,71.2,17.8
2021-01-07 04:00:00,95.02,71.8,17.6
2021-01-07 05:00:00,94.79,72.6,17.3
2021-01-07 06:00:00,101.56,68.0,17.2
2021-01-07 07:00:00,88.36,66.2,17.0
2021-01-07 08:00:00,90.09,72.2,16.1
2021-01-07 09:00:00,86.85,76.0,15.5
2021-01-07 10:00:00,78.81,73.4,15.4
2021-01-07 11:00:00,67.97,71.6,15.5
2021-01-07 12:00:00,60.2,68.9,15.8
2021-01-07 13:00:00,48.1,65.8,16.1
2021-01-07 14:00:00,36.8,64.4,16.2
2021-01-07 15:00:00,33.4,64.3,16.1
2021-01-07 16:00:00,36.1,65.0,16.0
2021-01-07 17:00:00,33.7,65.2,15.8
2021-01-07 18:00:00,32.8,66.7,15.4
2021-01-07 19:00:00,33.9,68.1,15.2
2021-01-07 20:00:00,31.8,69.7,14.8
2021-01-07 21:00:00,27.5,70.2,14.7
2021-01-07 22:00:00,20.7,71.4,14.3
2021-01-07 23:00:00,16.5,71.2,14.2
2021-01-08 00:00:00,11.7,72.0,13.9
2021-01-08 01:00:00,11.1,71.8,13.5
2021-01-08 02:00:00,9.2,69.2,13.5
2021-01-08 03:00:00,6.3,67.1,13.4
2021-01-08 04:00:00,5.6,65.9,13.0
2021-01-08 05:00:00,4.4,65.0,12.8
2021-01-08 06:00:00,3.0,64.3,12.5
2021-01-08 07:00:00,2.9,64.7,12.5
2021-01-08 08:00:00,3.5,65.8,12.5
2021-01-08 09:00:00,4.2,60.8,12.8
2021-01-08 10:00:00,4.3,57.0,12.8
2021-01-08 11:00:00,5.2,55.3,13.0
2021-01-08 12:00:00,6.3,53.8,13.5
2021-01-08 13:00:00,7.1,52.5,14.1
2021-01-08 14:00:00,5.4,51.5,14.2
2021-01-08 15:00:00,5.1,50.8,14.3
2021-01-08 16:00:00,7.4,52.1,14.2
2021-01-08 17:00:00,7.0,51.9,13.9
2021-01-08 18:00:00,10.2,52.8,13.6
2021-01-08 19:00:00,15.1,53.9,13.4
2021-01-08 20:00:00,11.9,53.3,13.1
2021-01-08 21:00:00,13.4,54.9,12.8
2021-01-08 22:00:00,18.7,56.9,12.5
2021-01-08 23:00:00,19.9,57.3,12.2
2021-01-09 00:00:00,43.1,56.9,12.0
2021-01-09 01:00:00,32.1,56.8,11.8
2021-01-09 02:00:00,16.5,56.4,11.7
2021-01-09 03:00:00,14.8,55.6,11.5
2021-01-09 04:00:00,16.9,55.6,11.5
2021-01-09 05:00:00,16.8,54.6,11.4
2021-01-09 06:00:00,15.1,52.5,11.3
2021-01-09 07:00:00,16.3,53.9,11.3
2021-01-09 08:00:00,18.3,53.4,11.6
2021-01-09 09:00:00,18.9,50.2,12.1
2021-01-09 10:00:00,18.9,46.9,12.4
2021-01-09 11:00:00,28.2,46.1,12.9
2021-01-09 12:00:00,22.4,45.5,13.2
2021-01-09 13:00:00,20.8,43.8,13.5
2021-01-09 14:00:00,20.5,44.4,13.3
2021-01-09 15:00:00,19.7,43.7,13.5
2021-01-09 16:00:00,21.7,43.4,13.7
2021-01-09 17:00:00,22.4,44.0,13.5
2021-01-09 18:00:00,23.3,45.1,13.3
2021-01-09 19:00:00,29.0,45.7,13.2
2021-01-09 20:00:00,29.8,45.9,13.1
2021-01-09 21:00:00,30.7,45.7,13.0
2021-01-09 22:00:00,27.9,46.6,12.6
2021-01-09 23:00:00,25.5,44.9,12.5
2021-01-10 00:00:00,45.2,44.4,12.2
2021-01-10 01:00:00,24.3,45.0,12.0
2021-01-10 02:00:00,18.6,44.9,11.8
2021-01-10 03:00:00,19.5,45.8,11.7
2021-01-10 04:00:00,20.8,46.9,11.7
2021-01-10 05:00:00,18.7,47.0,11.8
2021-01-10 06:00:00,18.0,47.7,11.6
2021-01-10 07:00:00,20.2,50.1,11.7
2021-01-10 08:00:00,22.0,50.5,11.8
2021-01-10 09:00:00,22.0,48.2,12.1
2021-01-10 10:00:00,22.9,45.8,12.5
2021-01-10 11:00:00,24.2,44.1,13.1
2021-01-10 12:00:00,20.8,43.7,13.5
2021-01-10 13:00:00,20.8,43.1,13.8
2021-01-10 14:00:00,22.4,43.8,13.9
2021-01-10 15:00:00,22.9,44.7,14.1
2021-01-10 16:00:00,27.3,45.4,14.1
2021-01-10 17:00:00,33.8,45.6,14.0
2021-01-10 18:00:00,72.0,46.6,13.9
2021-01-10 19:00:00,38.8,47.5,13.9
2021-01-10 20:00:00,42.1,48.0,13.9
2021-01-10 21:00:00,51.6,49.9,14.0
2021-01-10 22:00:00,66.1,52.4,13.7
2021-01-10 23:00:00,73.4,53.9,13.7
2021-01-11 00:00:00,69.0,54.7,13.6
2021-01-11 01:00:00,63.1,55.4,13.3
2021-01-11 02:00:00,38.2,51.9,13.0
2021-01-11 03:00:00,22.7,49.1,13.0
2021-01-11 04:00:00,29.3,51.5,12.9
2021-01-11 05:00:00,38.3,54.6,12.7
2021-01-11 06:00:00,32.6,49.1,12.6
2021-01-11 07:00:00,23.4,46.9,12.8
2021-01-11 08:00:00,31.0,47.0,13.3
2021-01-11 09:00:00,29.8,52.2,13.1
2021-01-11 10:00:00,30.5,49.8,13.6
2021-01-11 11:00:00,17.3,42.1,14.1
2021-01-11 12:00:00,17.0,37.4,14.9
2021-01-11 13:00:00,16.2,36.9,15.5
