Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,41.7,60.3,14.0
1,2021-01-01 01:00:00,45.8,60.4,13.8
2,2021-01-01 02:00:00,44.8,54.6,13.7
3,2021-01-01 03:00:00,66.0,61.0,13.0
4,2021-01-01 04:00:00,72.1,58.5,12.2
5,2021-01-01 05:00:00,52.6,56.5,11.8
6,2021-01-01 06:00:00,52.3,56.1,11.4
7,2021-01-01 07:00:00,65.3,60.6,10.9
8,2021-01-01 08:00:00,62.6,52.9,12.4
9,2021-01-01 09:00:00,47.0,38.5,15.3
10,2021-01-01 10:00:00,43.6,31.7,17.6
11,2021-01-01 11:00:00,43.2,28.3,18.8
12,2021-01-01 12:00:00,42.5,25.5,20.4
13,2021-01-01 13:00:00,40.9,22.8,21.4
14,2021-01-01 14:00:00,39.0,21.4,22.2
15,2021-01-01 15:00:00,39.6,21.3,22.8
16,2021-01-01 16:00:00,40.6,23.2,22.3
17,2021-01-01 17:00:00,42.5,26.0,20.9
18,2021-01-01 18:00:00,44.6,32.3,17.5
19,2021-01-01 19:00:00,49.7,36.0,16.5
20,2021-01-01 20:00:00,59.4,37.1,16.1
21,2021-01-01 21:00:00,61.3,39.6,15.9
22,2021-01-01 22:00:00,89.4,46.6,14.7
23,2021-01-01 23:00:00,92.4,54.8,13.8
24,2021-01-02 00:00:00,81.52,53.1,13.7
25,2021-01-02 01:00:00,100.24,58.8,13.5
26,2021-01-02 02:00:00,97.8,62.0,13.3
27,2021-01-02 03:00:00,96.21,67.6,12.5
28,2021-01-02 04:00:00,91.43,72.0,11.9
29,2021-01-02 05:00:00,90.65,76.1,11.5
30,2021-01-02 06:00:00,94.78,75.8,11.3
31,2021-01-02 07:00:00,70.43,66.6,11.5
32,2021-01-02 08:00:00,75.8,56.7,13.2
33,2021-01-02 09:00:00,82.4,49.3,16.4
34,2021-01-02 10:00:00,106.57,50.4,18.4
35,2021-01-02 11:00:00,90.5,44.8,19.6
36,2021-01-02 12:00:00,78.4,39.5,21.1
37,2021-01-02 13:00:00,74.1,37.5,21.4
38,2021-01-02 14:00:00,68.3,34.5,22.7
39,2021-01-02 15:00:00,61.6,31.5,23.7
40,2021-01-02 16:00:00,55.3,29.4,24.0
41,2021-01-02 17:00:00,73.4,34.5,21.8
42,2021-01-02 18:00:00,79.3,42.0,18.6
43,2021-01-02 19:00:00,77.8,43.9,17.6
44,2021-01-02 20:00:00,78.3,46.2,17.2
45,2021-01-02 21:00:00,69.0,44.9,17.0
46,2021-01-02 22:00:00,70.3,52.8,15.8
47,2021-01-02 23:00:00,54.7,57.0,15.3
48,2021-01-03 00:00:00,51.2,58.4,15.1
49,2021-01-03 01:00:00,65.2,63.8,14.6
50,2021-01-03 02:00:00,73.0,69.2,14.3
51,2021-01-03 03:00:00,61.03,72.8,13.7
52,2021-01-03 04:00:00,61.53,75.5,13.4
53,2021-01-03 05:00:00,77.01,73.3,12.8
54,2021-01-03 06:00:00,63.66,70.0,12.3
55,2021-01-03 07:00:00,69.31,67.2,12.5
56,2021-01-03 08:00:00,78.07,66.3,13.6
57,2021-01-03 09:00:00,97.46,63.8,15.6
58,2021-01-03 10:00:00,98.08,57.5,18.1
59,2021-01-03 11:00:00,99.71,50.6,20.0
60,2021-01-03 12:00:00,85.0,43.2,22.0
61,2021-01-03 13:00:00,75.4,41.1,23.2
62,2021-01-03 14:00:00,71.2,41.3,22.7
63,2021-01-03 15:00:00,57.9,43.0,20.7
64,2021-01-03 16:00:00,55.8,46.2,19.1
65,2021-01-03 17:00:00,52.2,47.4,18.1
66,2021-01-03 18:00:00,51.9,48.0,17.6
67,2021-01-03 19:00:00,51.8,53.3,17.4
68,2021-01-03 20:00:00,55.8,55.6,17.3
69,2021-01-03 21:00:00,59.0,55.3,17.4
70,2021-01-03 22:00:00,70.3,56.9,17.2
71,2021-01-03 23:00:00,78.3,55.2,17.0
72,2021-01-04 00:00:00,74.1,54.9,16.8
73,2021-01-04 01:00:00,76.7,54.8,16.6
74,2021-01-04 02:00:00,79.8,55.0,16.6
75,2021-01-04 03:00:00,75.73,59.1,16.3
76,2021-01-04 04:00:00,83.38,63.2,16.0
77,2021-01-04 05:00:00,83.84,62.3,16.1
78,2021-01-04 06:00:00,75.86,61.4,16.2
79,2021-01-04 07:00:00,74.7,63.0,16.1
80,2021-01-04 08:00:00,74.06,64.8,16.1
