Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,60.1,58.2,15.1
1,2021-01-01 01:00:00,64.8,58.7,14.9
2,2021-01-01 02:00:00,62.3,52.7,15.0
3,2021-01-01 03:00:00,91.21,55.3,14.5
4,2021-01-01 04:00:00,130.08,54.1,13.8
5,2021-01-01 05:00:00,86.84,52.9,13.2
6,2021-01-01 06:00:00,72.7,52.0,12.8
7,2021-01-01 07:00:00,93.27,56.2,12.3
8,2021-01-01 08:00:00,89.11,50.6,13.3
9,2021-01-01 09:00:00,60.8,40.3,14.7
10,2021-01-01 10:00:00,60.9,35.5,15.6
11,2021-01-01 11:00:00,57.7,32.0,17.2
12,2021-01-01 12:00:00,53.1,28.3,18.6
13,2021-01-01 13:00:00,41.8,22.2,22.3
14,2021-01-01 14:00:00,35.4,20.2,23.4
15,2021-01-01 15:00:00,39.8,21.5,23.2
16,2021-01-01 16:00:00,45.7,23.8,22.1
17,2021-01-01 17:00:00,52.4,29.4,19.3
18,2021-01-01 18:00:00,59.1,34.3,18.1
19,2021-01-01 19:00:00,235.8,38.3,17.2
20,2021-01-01 20:00:00,,42.6,16.6
21,2021-01-01 21:00:00,242.1,44.6,16.1
22,2021-01-01 22:00:00,154.5,46.3,15.8
23,2021-01-01 23:00:00,181.2,51.9,15.2
24,2021-01-02 00:00:00,178.23,56.9,14.7
25,2021-01-02 01:00:00,178.69,58.4,14.5
26,2021-01-02 02:00:00,180.55,62.4,14.2
27,2021-01-02 03:00:00,202.36,63.6,14.0
28,2021-01-02 04:00:00,206.52,66.2,13.6
29,2021-01-02 05:00:00,210.62,69.2,13.5
30,2021-01-02 06:00:00,193.66,68.5,13.1
31,2021-01-02 07:00:00,141.56,63.4,12.8
32,2021-01-02 08:00:00,117.68,54.4,14.0
33,2021-01-02 09:00:00,137.5,49.9,15.7
34,2021-01-02 10:00:00,150.3,47.7,16.8
35,2021-01-02 11:00:00,171.5,47.9,18.2
36,2021-01-02 12:00:00,156.5,43.6,19.6
37,2021-01-02 13:00:00,130.3,36.1,22.6
38,2021-01-02 14:00:00,112.0,33.8,23.2
39,2021-01-02 15:00:00,96.0,32.1,23.7
40,2021-01-02 16:00:00,97.0,33.4,22.9
41,2021-01-02 17:00:00,129.5,38.7,20.4
42,2021-01-02 18:00:00,160.7,41.8,19.3
43,2021-01-02 19:00:00,165.4,44.2,18.5
44,2021-01-02 20:00:00,178.8,48.7,17.8
45,2021-01-02 21:00:00,163.0,47.7,17.4
46,2021-01-02 22:00:00,140.64,51.5,16.8
47,2021-01-02 23:00:00,110.37,56.6,16.3
48,2021-01-03 00:00:00,95.55,59.7,15.9
49,2021-01-03 01:00:00,99.02,63.6,15.6
50,2021-01-03 02:00:00,105.84,67.5,15.3
51,2021-01-03 03:00:00,128.94,69.9,15.0
52,2021-01-03 04:00:00,116.49,72.0,14.7
53,2021-01-03 05:00:00,196.96,71.5,14.2
54,2021-01-03 06:00:00,141.99,66.9,13.6
55,2021-01-03 07:00:00,155.64,65.2,13.6
56,2021-01-03 08:00:00,158.23,63.5,14.4
57,2021-01-03 09:00:00,195.17,62.5,16.0
58,2021-01-03 10:00:00,197.13,59.1,17.4
59,2021-01-03 11:00:00,173.52,53.6,18.9
60,2021-01-03 12:00:00,165.4,47.4,20.7
61,2021-01-03 13:00:00,134.9,42.6,22.7
62,2021-01-03 14:00:00,123.4,43.3,22.1
63,2021-01-03 15:00:00,89.0,43.7,20.7
64,2021-01-03 16:00:00,78.9,46.4,19.5
65,2021-01-03 17:00:00,73.9,46.1,19.0
66,2021-01-03 18:00:00,72.0,47.2,18.6
67,2021-01-03 19:00:00,78.2,51.3,18.3
68,2021-01-03 20:00:00,87.03,54.1,18.3
69,2021-01-03 21:00:00,85.45,54.3,18.2
70,2021-01-03 22:00:00,93.71,53.9,18.2
71,2021-01-03 23:00:00,128.88,53.9,18.0
72,2021-01-04 00:00:00,128.12,52.6,17.8
73,2021-01-04 01:00:00,137.29,52.4,17.7
74,2021-01-04 02:00:00,139.5,52.9,17.7
75,2021-01-04 03:00:00,141.98,54.2,17.5
76,2021-01-04 04:00:00,168.89,58.3,17.2
77,2021-01-04 05:00:00,172.02,59.3,17.2
78,2021-01-04 06:00:00,149.13,57.8,17.3
79,2021-01-04 07:00:00,139.41,61.7,17.1
