Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,51.1,56.6,15.7
1,2021-01-01 01:00:00,49.8,55.3,15.5
2,2021-01-01 02:00:00,57.4,51.8,15.2
3,2021-01-01 03:00:00,92.28,58.6,14.8
4,2021-01-01 04:00:00,118.89,58.0,14.2
5,2021-01-01 05:00:00,77.3,55.0,13.7
6,2021-01-01 06:00:00,65.2,54.1,13.4
7,2021-01-01 07:00:00,76.5,56.5,13.0
8,2021-01-01 08:00:00,73.1,55.3,12.9
9,2021-01-01 09:00:00,85.4,47.2,13.8
10,2021-01-01 10:00:00,45.3,37.3,14.9
11,2021-01-01 11:00:00,41.6,33.9,16.1
12,2021-01-01 12:00:00,47.7,30.9,17.7
13,2021-01-01 13:00:00,42.2,26.2,20.4
14,2021-01-01 14:00:00,36.9,23.2,21.7
15,2021-01-01 15:00:00,38.4,26.7,19.1
16,2021-01-01 16:00:00,39.2,28.4,18.9
17,2021-01-01 17:00:00,42.3,30.6,18.8
18,2021-01-01 18:00:00,47.4,33.9,17.6
19,2021-01-01 19:00:00,58.6,36.6,17.2
20,2021-01-01 20:00:00,69.2,38.8,16.9
21,2021-01-01 21:00:00,117.3,42.5,16.6
22,2021-01-01 22:00:00,107.0,42.9,16.3
23,2021-01-01 23:00:00,118.8,46.7,15.9
24,2021-01-02 00:00:00,133.96,51.9,15.6
25,2021-01-02 01:00:00,144.78,58.1,15.2
26,2021-01-02 02:00:00,166.27,57.1,15.0
27,2021-01-02 03:00:00,183.2,58.5,14.7
28,2021-01-02 04:00:00,143.7,62.7,14.2
29,2021-01-02 05:00:00,170.52,63.9,14.0
30,2021-01-02 06:00:00,157.63,63.9,13.6
31,2021-01-02 07:00:00,141.23,61.9,13.2
32,2021-01-02 08:00:00,117.88,58.6,13.7
33,2021-01-02 09:00:00,130.42,60.1,14.5
34,2021-01-02 10:00:00,155.15,57.8,15.6
35,2021-01-02 11:00:00,136.29,50.5,17.2
36,2021-01-02 12:00:00,119.4,45.6,18.9
37,2021-01-02 13:00:00,91.7,38.0,21.0
38,2021-01-02 14:00:00,76.4,33.1,22.6
39,2021-01-02 15:00:00,79.0,37.4,20.3
40,2021-01-02 16:00:00,86.0,38.4,20.0
41,2021-01-02 17:00:00,96.0,39.5,19.6
42,2021-01-02 18:00:00,132.1,43.3,18.6
43,2021-01-02 19:00:00,149.2,46.5,17.9
44,2021-01-02 20:00:00,158.1,48.3,17.8
45,2021-01-02 21:00:00,174.8,48.8,17.7
46,2021-01-02 22:00:00,143.07,51.0,16.9
47,2021-01-02 23:00:00,85.68,55.9,16.5
48,2021-01-03 00:00:00,95.48,60.0,16.2
49,2021-01-03 01:00:00,94.73,64.4,15.9
50,2021-01-03 02:00:00,111.71,67.3,15.4
51,2021-01-03 03:00:00,118.51,69.5,15.1
52,2021-01-03 04:00:00,136.01,71.2,14.9
53,2021-01-03 05:00:00,141.09,67.6,14.5
54,2021-01-03 06:00:00,163.02,66.6,14.1
55,2021-01-03 07:00:00,165.87,66.3,13.9
56,2021-01-03 08:00:00,145.22,64.6,14.5
57,2021-01-03 09:00:00,173.46,65.8,15.2
58,2021-01-03 10:00:00,170.72,65.1,16.2
59,2021-01-03 11:00:00,165.5,59.1,17.8
60,2021-01-03 12:00:00,156.64,50.8,19.5
61,2021-01-03 13:00:00,148.52,50.4,19.9
62,2021-01-03 14:00:00,100.6,47.1,20.3
63,2021-01-03 15:00:00,78.3,45.5,19.7
64,2021-01-03 16:00:00,64.6,47.3,19.0
65,2021-01-03 17:00:00,61.3,47.0,18.6
66,2021-01-03 18:00:00,64.2,48.1,18.2
67,2021-01-03 19:00:00,68.5,52.6,18.0
68,2021-01-03 20:00:00,74.8,54.4,17.9
69,2021-01-03 21:00:00,85.96,55.5,17.9
70,2021-01-03 22:00:00,100.0,55.8,17.9
71,2021-01-03 23:00:00,116.11,54.9,17.8
72,2021-01-04 00:00:00,107.24,54.6,17.7
73,2021-01-04 01:00:00,143.7,54.6,17.5
74,2021-01-04 02:00:00,127.95,55.1,17.5
75,2021-01-04 03:00:00,126.36,56.2,17.4
76,2021-01-04 04:00:00,146.67,58.9,17.3
77,2021-01-04 05:00:00,138.3,59.9,17.3
78,2021-01-04 06:00:00,122.15,61.6,17.2
79,2021-01-04 07:00:00,115.63,61.5,17.1
80,2021-01-04 08:00:00,122.65,60.9,17.4
81,2021-01-04 09:00:00,127.12,59.5,17.7
82,2021-01-04 10:00:00,146.29,55.8,18.3
83,2021-01-04 11:00:00,118.83,50.1,18.9
84,2021-01-04 12:00:00,105.1,47.0,19.6
85,2021-01-04 13:00:00,93.6,43.9,20.0
86,2021-01-04 14:00:00,91.1,42.8,20.5
87,2021-01-04 15:00:00,88.9,43.4,20.7
88,2021-01-04 16:00:00,91.5,44.9,20.5
89,2021-01-04 17:00:00,96.7,45.9,20.3
90,2021-01-04 18:00:00,114.3,47.9,19.9
91,2021-01-04 19:00:00,148.73,51.6,19.5
92,2021-01-04 20:00:00,184.85,54.4,18.6
93,2021-01-04 21:00:00,193.87,56.5,18.2
94,2021-01-04 22:00:00,192.21,58.8,18.0
95,2021-01-04 23:00:00,186.13,60.1,17.7
96,2021-01-05 00:00:00,191.43,61.8,17.7
97,2021-01-05 01:00:00,188.56,63.4,18.1
98,2021-01-05 02:00:00,195.9,64.6,18.1
99,2021-01-05 03:00:00,191.99,66.6,18.1
100,2021-01-05 04:00:00,214.71,70.6,17.9
101,2021-01-05 05:00:00,270.39,71.1,17.8
102,2021-01-05 06:00:00,230.42,70.7,17.7
103,2021-01-05 07:00:00,188.54,69.3,17.8
104,2021-01-05 08:00:00,203.24,68.6,18.0
105,2021-01-05 09:00:00,231.96,71.4,18.1
106,2021-01-05 10:00:00,211.22,67.2,18.6
107,2021-01-05 11:00:00,205.01,62.8,19.5
108,2021-01-05 12:00:00,203.77,62.0,19.9
109,2021-01-05 13:00:00,213.08,62.0,20.2
110,2021-01-05 14:00:00,215.71,62.0,20.2
111,2021-01-05 15:00:00,201.73,61.9,20.1
112,2021-01-05 16:00:00,197.3,62.5,20.2
113,2021-01-05 17:00:00,187.57,64.4,19.9
114,2021-01-05 18:00:00,135.26,65.6,19.7
115,2021-01-05 19:00:00,127.63,66.1,19.6
116,2021-01-05 20:00:00,120.45,67.7,19.4
117,2021-01-05 21:00:00,112.41,68.7,19.2
118,2021-01-05 22:00:00,113.37,69.5,19.2
119,2021-01-05 23:00:00,112.65,71.0,19.0
120,2021-01-06 00:00:00,114.85,73.3,18.8
121,2021-01-06 01:00:00,111.03,73.7,18.6
122,2021-01-06 02:00:00,107.62,72.0,18.4
123,2021-01-06 03:00:00,103.63,71.6,18.2
124,2021-01-06 04:00:00,109.98,71.6,18.1
125,2021-01-06 05:00:00,105.1,71.4,17.8
126,2021-01-06 06:00:00,101.17,70.8,17.8
127,2021-01-06 07:00:00,106.06,70.0,17.8
128,2021-01-06 08:00:00,108.26,69.0,17.9
129,2021-01-06 09:00:00,109.58,67.8,18.2
130,2021-01-06 10:00:00,110.39,66.2,18.4
131,2021-01-06 11:00:00,103.92,63.8,18.6
132,2021-01-06 12:00:00,117.78,65.1,18.7
133,2021-01-06 13:00:00,118.69,65.8,18.6
134,2021-01-06 14:00:00,119.27,64.5,18.8
135,2021-01-06 15:00:00,116.44,63.5,19.1
136,2021-01-06 16:00:00,117.57,63.5,19.1
137,2021-01-06 17:00:00,124.79,64.6,18.9
138,2021-01-06 18:00:00,129.18,66.0,18.6
139,2021-01-06 19:00:00,141.52,66.8,18.4
140,2021-01-06 20:00:00,160.56,69.5,18.2
141,2021-01-06 21:00:00,163.5,71.2,18.0
142,2021-01-06 22:00:00,159.72,71.5,18.0
143,2021-01-06 23:00:00,154.16,71.4,18.0
144,2021-01-07 00:00:00,153.08,70.8,17.9
145,2021-01-07 01:00:00,183.11,71.1,17.9
146,2021-01-07 02:00:00,171.18,72.3,17.7
147,2021-01-07 03:00:00,148.58,71.6,17.6
148,2021-01-07 04:00:00,142.43,71.8,17.4
149,2021-01-07 05:00:00,143.25,72.3,17.2
150,2021-01-07 06:00:00,151.48,67.5,17.0
151,2021-01-07 07:00:00,132.75,65.8,16.8
152,2021-01-07 08:00:00,139.0,71.4,16.0
153,2021-01-07 09:00:00,132.94,75.5,15.4
154,2021-01-07 10:00:00,121.06,72.6,15.5
155,2021-01-07 11:00:00,105.59,70.5,15.6
156,2021-01-07 12:00:00,66.79,67.8,16.0
157,2021-01-07 13:00:00,77.7,65.5,16.0
158,2021-01-07 14:00:00,55.3,63.8,16.2
159,2021-01-07 15:00:00,50.6,63.9,16.1
160,2021-01-07 16:00:00,54.5,64.6,16.0
161,2021-01-07 17:00:00,50.0,64.8,15.7
162,2021-01-07 18:00:00,49.4,65.7,15.5
163,2021-01-07 19:00:00,52.0,67.3,15.2
164,2021-01-07 20:00:00,49.3,68.9,14.9
165,2021-01-07 21:00:00,42.8,69.0,14.7
166,2021-01-07 22:00:00,31.6,69.9,14.5
167,2021-01-07 23:00:00,26.8,69.5,14.3
168,2021-01-08 00:00:00,18.7,70.4,14.0
169,2021-01-08 01:00:00,17.6,70.5,13.6
170,2021-01-08 02:00:00,14.4,68.0,13.6
171,2021-01-08 03:00:00,9.5,65.7,13.5
172,2021-01-08 04:00:00,7.5,64.4,13.1
173,2021-01-08 05:00:00,5.5,63.5,12.8
174,2021-01-08 06:00:00,3.0,62.7,12.7
175,2021-01-08 07:00:00,2.7,63.1,12.6
176,2021-01-08 08:00:00,3.3,64.5,12.7
177,2021-01-08 09:00:00,3.4,60.0,12.8
178,2021-01-08 10:00:00,4.4,56.0,13.0
179,2021-01-08 11:00:00,4.7,54.1,13.2
180,2021-01-08 12:00:00,7.2,52.6,13.7
181,2021-01-08 13:00:00,9.7,52.0,14.0
182,2021-01-08 14:00:00,6.8,51.3,14.2
183,2021-01-08 15:00:00,5.9,50.9,14.4
184,2021-01-08 16:00:00,8.9,52.0,14.1
185,2021-01-08 17:00:00,10.3,51.7,13.8
186,2021-01-08 18:00:00,15.2,52.4,13.6
187,2021-01-08 19:00:00,22.0,53.5,13.1
188,2021-01-08 20:00:00,16.3,54.0,12.6
189,2021-01-08 21:00:00,21.7,54.7,12.5
190,2021-01-08 22:00:00,29.1,56.6,12.0
191,2021-01-08 23:00:00,30.1,56.6,11.9
192,2021-01-09 00:00:00,64.8,56.4,11.7
193,2021-01-09 01:00:00,49.8,55.9,11.7
194,2021-01-09 02:00:00,25.6,55.5,11.5
195,2021-01-09 03:00:00,23.0,54.9,11.5
196,2021-01-09 04:00:00,21.3,54.8,11.3
197,2021-01-09 05:00:00,16.5,53.2,11.5
198,2021-01-09 06:00:00,15.4,50.8,11.4
199,2021-01-09 07:00:00,15.0,51.6,11.6
200,2021-01-09 08:00:00,17.5,52.1,11.7
201,2021-01-09 09:00:00,17.8,49.8,11.9
202,2021-01-09 10:00:00,17.7,46.4,12.5
203,2021-01-09 11:00:00,21.6,45.6,12.8
204,2021-01-09 12:00:00,23.9,45.6,13.0
205,2021-01-09 13:00:00,23.1,43.7,13.4
206,2021-01-09 14:00:00,22.8,43.7,13.4
207,2021-01-09 15:00:00,22.6,43.2,13.4
208,2021-01-09 16:00:00,24.5,42.6,13.6
209,2021-01-09 17:00:00,25.1,43.9,13.4
210,2021-01-09 18:00:00,26.3,45.3,13.1
211,2021-01-09 19:00:00,30.2,45.3,13.0
212,2021-01-09 20:00:00,30.7,45.2,12.9
213,2021-01-09 21:00:00,34.1,45.2,12.7
214,2021-01-09 22:00:00,39.0,45.2,12.5
215,2021-01-09 23:00:00,31.3,43.0,12.2
216,2021-01-10 00:00:00,40.1,42.2,12.3
217,2021-01-10 01:00:00,28.1,42.3,12.2
218,2021-01-10 02:00:00,19.9,42.8,12.1
219,2021-01-10 03:00:00,18.2,43.0,12.0
220,2021-01-10 04:00:00,20.7,45.0,12.0
221,2021-01-10 05:00:00,18.4,45.4,12.0
222,2021-01-10 06:00:00,17.3,45.6,11.9
223,2021-01-10 07:00:00,21.5,47.8,11.7
224,2021-01-10 08:00:00,23.1,49.0,11.8
225,2021-01-10 09:00:00,21.4,47.5,12.1
226,2021-01-10 10:00:00,24.5,45.1,12.6
227,2021-01-10 11:00:00,21.6,42.9,13.0
228,2021-01-10 12:00:00,23.5,42.7,13.4
229,2021-01-10 13:00:00,21.0,42.4,13.8
230,2021-01-10 14:00:00,22.7,42.7,14.0
231,2021-01-10 15:00:00,23.8,43.9,13.8
232,2021-01-10 16:00:00,28.1,45.1,13.8
233,2021-01-10 17:00:00,34.1,46.2,13.6
234,2021-01-10 18:00:00,35.2,47.8,13.5
235,2021-01-10 19:00:00,36.5,49.5,13.3
236,2021-01-10 20:00:00,40.2,49.3,13.4
237,2021-01-10 21:00:00,52.6,49.6,13.6
238,2021-01-10 22:00:00,68.1,51.5,13.7
239,2021-01-10 23:00:00,79.0,53.2,13.7
240,2021-01-11 00:00:00,72.3,54.1,13.6
241,2021-01-11 01:00:00,58.6,53.7,13.6
242,2021-01-11 02:00:00,38.6,51.2,13.3
