Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,48.5,62.8,14.9
1,2021-01-01 01:00:00,51.8,61.1,14.9
2,2021-01-01 02:00:00,45.1,55.0,14.6
3,2021-01-01 03:00:00,60.7,57.5,14.0
4,2021-01-01 04:00:00,63.7,54.4,13.3
5,2021-01-01 05:00:00,77.1,49.5,12.9
6,2021-01-01 06:00:00,49.9,50.9,12.3
7,2021-01-01 07:00:00,41.0,50.5,11.9
8,2021-01-01 08:00:00,43.4,49.2,11.8
9,2021-01-01 09:00:00,35.8,42.5,12.3
10,2021-01-01 10:00:00,33.8,39.7,12.9
11,2021-01-01 11:00:00,34.0,37.1,13.7
12,2021-01-01 12:00:00,33.5,34.4,14.6
13,2021-01-01 13:00:00,32.6,31.8,15.4
14,2021-01-01 14:00:00,32.6,29.6,16.2
15,2021-01-01 15:00:00,30.8,30.3,16.6
16,2021-01-01 16:00:00,32.3,30.4,16.9
17,2021-01-01 17:00:00,32.9,32.3,16.6
18,2021-01-01 18:00:00,36.8,34.6,16.1
19,2021-01-01 19:00:00,56.2,38.2,15.7
20,2021-01-01 20:00:00,79.2,42.9,15.4
21,2021-01-01 21:00:00,82.4,44.6,15.2
22,2021-01-01 22:00:00,93.2,46.0,15.1
23,2021-01-01 23:00:00,128.5,51.3,14.8
24,2021-01-02 00:00:00,139.69,52.9,14.4
25,2021-01-02 01:00:00,144.35,52.7,14.3
26,2021-01-02 02:00:00,169.02,57.4,13.8
27,2021-01-02 03:00:00,165.43,61.5,13.6
28,2021-01-02 04:00:00,133.29,63.0,13.3
29,2021-01-02 05:00:00,113.81,66.1,13.0
30,2021-01-02 06:00:00,109.38,65.1,12.8
31,2021-01-02 07:00:00,105.23,65.5,12.1
32,2021-01-02 08:00:00,75.92,58.2,12.2
33,2021-01-02 09:00:00,75.05,56.9,12.9
34,2021-01-02 10:00:00,80.1,53.4,13.9
35,2021-01-02 11:00:00,85.97,51.8,14.9
36,2021-01-02 12:00:00,91.5,48.0,15.8
37,2021-01-02 13:00:00,96.0,47.2,16.6
38,2021-01-02 14:00:00,94.1,45.0,17.6
39,2021-01-02 15:00:00,92.1,43.0,18.3
40,2021-01-02 16:00:00,89.8,43.2,18.5
41,2021-01-02 17:00:00,102.1,45.0,18.1
42,2021-01-02 18:00:00,103.1,48.1,17.2
43,2021-01-02 19:00:00,130.13,52.8,16.8
44,2021-01-02 20:00:00,143.59,53.9,16.8
45,2021-01-02 21:00:00,136.99,55.2,16.3
46,2021-01-02 22:00:00,98.59,57.4,15.7
47,2021-01-02 23:00:00,73.46,61.2,15.4
48,2021-01-03 00:00:00,66.7,65.6,15.1
49,2021-01-03 01:00:00,68.39,69.4,14.8
50,2021-01-03 02:00:00,78.62,69.8,14.6
51,2021-01-03 03:00:00,78.09,71.8,14.3
52,2021-01-03 04:00:00,61.49,72.8,14.2
53,2021-01-03 05:00:00,91.47,73.5,13.7
54,2021-01-03 06:00:00,94.14,69.7,13.0
55,2021-01-03 07:00:00,85.55,67.1,12.7
