Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,63.76,69.0,14.6
1,2021-01-01 01:00:00,68.9,66.5,14.4
2,2021-01-01 02:00:00,74.1,65.3,14.1
3,2021-01-01 03:00:00,73.88,67.6,13.6
4,2021-01-01 04:00:00,65.5,61.4,13.0
5,2021-01-01 05:00:00,73.47,60.4,12.6
6,2021-01-01 06:00:00,80.58,61.6,12.1
7,2021-01-01 07:00:00,72.5,59.6,11.9
8,2021-01-01 08:00:00,55.7,56.2,12.2
9,2021-01-01 09:00:00,41.8,45.4,13.4
10,2021-01-01 10:00:00,40.2,40.1,14.7
11,2021-01-01 11:00:00,37.7,35.8,15.9
12,2021-01-01 12:00:00,38.4,32.4,16.9
13,2021-01-01 13:00:00,38.2,29.9,17.9
14,2021-01-01 14:00:00,31.8,27.6,18.6
15,2021-01-01 15:00:00,29.3,26.8,19.4
16,2021-01-01 16:00:00,32.3,27.9,19.4
17,2021-01-01 17:00:00,34.9,31.0,18.5
18,2021-01-01 18:00:00,47.1,38.3,17.5
19,2021-01-01 19:00:00,133.81,50.7,16.6
20,2021-01-01 20:00:00,162.15,54.2,15.8
21,2021-01-01 21:00:00,139.21,59.3,15.1
22,2021-01-01 22:00:00,182.49,63.0,14.7
23,2021-01-01 23:00:00,287.63,65.7,14.5
24,2021-01-02 00:00:00,182.55,63.3,14.3
25,2021-01-02 01:00:00,166.29,62.9,13.9
26,2021-01-02 02:00:00,151.29,68.2,13.2
27,2021-01-02 03:00:00,140.85,71.1,13.0
28,2021-01-02 04:00:00,111.27,72.5,12.7
29,2021-01-02 05:00:00,101.09,72.8,12.6
30,2021-01-02 06:00:00,220.81,71.1,12.5
31,2021-01-02 07:00:00,127.02,69.0,12.1
32,2021-01-02 08:00:00,101.27,66.3,12.5
33,2021-01-02 09:00:00,92.44,64.9,13.8
34,2021-01-02 10:00:00,108.37,60.0,15.2
35,2021-01-02 11:00:00,107.57,53.1,16.5
36,2021-01-02 12:00:00,84.3,45.8,17.7
37,2021-01-02 13:00:00,69.8,40.9,19.0
38,2021-01-02 14:00:00,74.2,39.1,19.9
39,2021-01-02 15:00:00,74.6,38.1,20.6
40,2021-01-02 16:00:00,74.0,38.0,20.4
41,2021-01-02 17:00:00,101.4,41.5,19.6
42,2021-01-02 18:00:00,120.1,44.9,18.6
43,2021-01-02 19:00:00,155.19,52.5,17.6
44,2021-01-02 20:00:00,189.26,54.8,17.1
45,2021-01-02 21:00:00,186.67,55.7,16.5
46,2021-01-02 22:00:00,147.11,60.2,15.6
47,2021-01-02 23:00:00,105.42,64.5,15.4
48,2021-01-03 00:00:00,88.28,68.1,15.1
49,2021-01-03 01:00:00,95.41,72.3,14.4
50,2021-01-03 02:00:00,97.11,74.3,14.0
51,2021-01-03 03:00:00,86.8,76.5,13.6
52,2021-01-03 04:00:00,73.94,78.1,13.7
53,2021-01-03 05:00:00,112.01,75.7,13.5
54,2021-01-03 06:00:00,116.95,70.4,13.2
55,2021-01-03 07:00:00,95.49,69.7,13.0
56,2021-01-03 08:00:00,112.07,69.6,13.8
57,2021-01-03 09:00:00,107.17,65.8,14.9
58,2021-01-03 10:00:00,128.02,64.3,16.2
59,2021-01-03 11:00:00,131.31,59.2,17.7
60,2021-01-03 12:00:00,125.59,53.7,18.8
61,2021-01-03 13:00:00,118.71,52.0,19.6
62,2021-01-03 14:00:00,60.0,47.2,20.1
63,2021-01-03 15:00:00,56.4,48.3,19.2
64,2021-01-03 16:00:00,44.0,49.1,18.8
65,2021-01-03 17:00:00,58.3,50.3,18.6
66,2021-01-03 18:00:00,58.7,51.5,18.2
67,2021-01-03 19:00:00,75.8,55.9,17.9
68,2021-01-03 20:00:00,81.39,57.6,17.9
69,2021-01-03 21:00:00,75.81,58.9,17.8
70,2021-01-03 22:00:00,91.95,59.7,17.8
71,2021-01-03 23:00:00,88.81,58.7,17.6
72,2021-01-04 00:00:00,98.15,56.9,17.5
73,2021-01-04 01:00:00,92.21,56.3,17.4
74,2021-01-04 02:00:00,100.27,57.3,17.2
75,2021-01-04 03:00:00,101.12,59.9,17.0
76,2021-01-04 04:00:00,104.04,61.2,16.9
77,2021-01-04 05:00:00,103.48,63.4,17.0
78,2021-01-04 06:00:00,86.76,63.2,16.8
79,2021-01-04 07:00:00,94.89,62.5,16.7
80,2021-01-04 08:00:00,102.44,62.3,16.9
81,2021-01-04 09:00:00,99.01,58.7,17.3
82,2021-01-04 10:00:00,83.33,52.8,18.2
83,2021-01-04 11:00:00,74.6,46.1,19.3
84,2021-01-04 12:00:00,72.9,44.4,19.9
85,2021-01-04 13:00:00,73.0,43.5,20.0
86,2021-01-04 14:00:00,72.4,41.5,21.1
87,2021-01-04 15:00:00,90.8,41.9,21.4
88,2021-01-04 16:00:00,79.8,43.1,21.1
89,2021-01-04 17:00:00,87.8,45.3,21.0
90,2021-01-04 18:00:00,129.72,50.2,20.3
91,2021-01-04 19:00:00,145.18,54.4,19.8
92,2021-01-04 20:00:00,199.82,60.5,18.7
93,2021-01-04 21:00:00,182.11,66.4,17.7
94,2021-01-04 22:00:00,209.82,69.7,17.1
95,2021-01-04 23:00:00,203.79,70.9,16.7
96,2021-01-05 00:00:00,181.98,70.4,17.5
97,2021-01-05 01:00:00,180.48,68.6,18.0
98,2021-01-05 02:00:00,169.8,70.1,18.0
99,2021-01-05 03:00:00,148.62,73.1,17.6
100,2021-01-05 04:00:00,152.29,73.4,17.7
101,2021-01-05 05:00:00,139.98,73.6,17.8
102,2021-01-05 06:00:00,218.08,72.9,17.6
103,2021-01-05 07:00:00,165.82,73.4,17.6
104,2021-01-05 08:00:00,140.8,70.7,17.7
105,2021-01-05 09:00:00,169.71,68.6,18.3
106,2021-01-05 10:00:00,188.54,68.1,18.9
107,2021-01-05 11:00:00,173.36,64.5,19.7
108,2021-01-05 12:00:00,169.43,62.1,20.4
109,2021-01-05 13:00:00,176.74,62.0,20.6
110,2021-01-05 14:00:00,168.22,62.5,20.5
111,2021-01-05 15:00:00,139.17,62.1,20.4
112,2021-01-05 16:00:00,161.59,63.2,20.4
113,2021-01-05 17:00:00,126.91,64.4,20.2
114,2021-01-05 18:00:00,115.04,65.5,20.0
115,2021-01-05 19:00:00,116.95,66.9,19.9
116,2021-01-05 20:00:00,100.59,67.6,19.7
117,2021-01-05 21:00:00,89.97,69.8,19.5
118,2021-01-05 22:00:00,87.31,70.4,19.2
119,2021-01-05 23:00:00,84.09,71.9,19.0
120,2021-01-06 00:00:00,86.63,75.0,18.6
121,2021-01-06 01:00:00,81.12,75.0,18.5
122,2021-01-06 02:00:00,78.11,73.5,18.3
123,2021-01-06 03:00:00,78.27,72.8,18.1
124,2021-01-06 04:00:00,81.86,72.5,17.8
125,2021-01-06 05:00:00,77.48,72.4,17.6
126,2021-01-06 06:00:00,78.8,71.9,17.6
127,2021-01-06 07:00:00,86.1,71.4,17.7
128,2021-01-06 08:00:00,85.38,71.0,17.8
129,2021-01-06 09:00:00,94.46,68.9,18.1
130,2021-01-06 10:00:00,84.42,66.6,18.2
131,2021-01-06 11:00:00,82.03,63.4,18.6
132,2021-01-06 12:00:00,82.63,63.0,18.8
133,2021-01-06 13:00:00,87.73,63.3,19.2
134,2021-01-06 14:00:00,93.29,63.3,19.4
135,2021-01-06 15:00:00,94.84,62.0,19.8
136,2021-01-06 16:00:00,96.3,62.3,19.6
137,2021-01-06 17:00:00,95.42,63.6,19.2
138,2021-01-06 18:00:00,103.65,65.4,18.9
139,2021-01-06 19:00:00,115.58,67.4,18.6
140,2021-01-06 20:00:00,117.51,68.6,18.4
141,2021-01-06 21:00:00,116.14,70.3,18.2
142,2021-01-06 22:00:00,126.31,72.1,18.2
143,2021-01-06 23:00:00,143.0,72.1,18.1
144,2021-01-07 00:00:00,143.85,72.0,18.0
