Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,34.4,64.4,13.6
1,2021-01-01 01:00:00,35.4,65.8,13.3
2,2021-01-01 02:00:00,37.1,66.7,12.9
3,2021-01-01 03:00:00,37.5,61.1,12.7
4,2021-01-01 04:00:00,53.6,64.8,12.1
5,2021-01-01 05:00:00,46.2,59.2,11.6
6,2021-01-01 06:00:00,41.2,58.6,11.1
7,2021-01-01 07:00:00,48.6,58.4,10.9
8,2021-01-01 08:00:00,48.5,54.8,11.3
9,2021-01-01 09:00:00,35.3,40.2,13.4
10,2021-01-01 10:00:00,33.3,35.4,15.5
11,2021-01-01 11:00:00,33.1,32.2,16.9
12,2021-01-01 12:00:00,32.2,30.4,17.7
13,2021-01-01 13:00:00,31.5,28.4,18.7
14,2021-01-01 14:00:00,31.2,26.8,20.1
15,2021-01-01 15:00:00,29.9,24.6,21.6
16,2021-01-01 16:00:00,30.3,25.2,22.2
17,2021-01-01 17:00:00,32.6,30.4,19.3
18,2021-01-01 18:00:00,37.5,41.2,16.3
19,2021-01-01 19:00:00,65.6,50.8,14.9
20,2021-01-01 20:00:00,49.3,53.4,14.3
21,2021-01-01 21:00:00,71.2,54.2,14.1
22,2021-01-01 22:00:00,77.6,60.8,13.8
23,2021-01-01 23:00:00,78.7,65.6,13.0
24,2021-01-02 00:00:00,59.95,70.7,12.2
25,2021-01-02 01:00:00,65.01,70.1,12.0
26,2021-01-02 02:00:00,67.05,74.3,11.8
27,2021-01-02 03:00:00,71.45,77.1,11.5
28,2021-01-02 04:00:00,73.6,79.0,11.1
29,2021-01-02 05:00:00,69.99,80.0,10.8
30,2021-01-02 06:00:00,67.67,81.5,10.5
31,2021-01-02 07:00:00,68.31,80.4,10.4
32,2021-01-02 08:00:00,64.6,75.7,11.3
33,2021-01-02 09:00:00,65.87,70.6,13.2
34,2021-01-02 10:00:00,79.6,62.1,15.3
35,2021-01-02 11:00:00,54.9,52.4,17.2
36,2021-01-02 12:00:00,45.7,44.6,18.7
37,2021-01-02 13:00:00,44.6,38.8,20.1
38,2021-01-02 14:00:00,43.2,37.0,21.1
39,2021-01-02 15:00:00,42.0,34.5,22.6
40,2021-01-02 16:00:00,41.9,32.5,23.5
41,2021-01-02 17:00:00,48.2,38.4,20.5
42,2021-01-02 18:00:00,60.9,44.2,17.9
43,2021-01-02 19:00:00,70.1,51.6,16.6
44,2021-01-02 20:00:00,75.09,56.2,15.7
45,2021-01-02 21:00:00,74.43,54.9,15.5
46,2021-01-02 22:00:00,63.1,57.1,15.3
47,2021-01-02 23:00:00,51.7,60.9,14.7
48,2021-01-03 00:00:00,42.8,62.5,14.5
49,2021-01-03 01:00:00,44.0,67.1,13.9
50,2021-01-03 02:00:00,55.3,72.0,13.2
51,2021-01-03 03:00:00,61.3,75.2,13.1
52,2021-01-03 04:00:00,71.8,78.0,12.7
53,2021-01-03 05:00:00,49.48,80.1,12.5
54,2021-01-03 06:00:00,58.5,78.8,12.2
55,2021-01-03 07:00:00,53.03,74.4,12.0
56,2021-01-03 08:00:00,65.98,74.5,12.3
57,2021-01-03 09:00:00,74.48,73.9,13.7
58,2021-01-03 10:00:00,66.97,67.1,15.9
59,2021-01-03 11:00:00,70.9,58.7,17.8
60,2021-01-03 12:00:00,56.4,49.6,19.2
61,2021-01-03 13:00:00,55.2,47.7,20.4
62,2021-01-03 14:00:00,53.0,47.1,20.9
63,2021-01-03 15:00:00,50.4,45.9,21.0
64,2021-01-03 16:00:00,43.7,46.5,19.9
65,2021-01-03 17:00:00,40.0,49.4,18.5
66,2021-01-03 18:00:00,39.1,49.4,17.8
67,2021-01-03 19:00:00,44.8,52.7,17.6
68,2021-01-03 20:00:00,50.1,56.4,17.5
69,2021-01-03 21:00:00,62.0,59.4,17.2
70,2021-01-03 22:00:00,67.8,62.1,17.1
71,2021-01-03 23:00:00,64.9,62.3,16.9
72,2021-01-04 00:00:00,66.7,61.0,16.6
73,2021-01-04 01:00:00,62.0,59.7,16.5
