Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,50.6,60.6,14.7
1,2021-01-01 01:00:00,63.4,59.1,14.4
2,2021-01-01 02:00:00,61.9,56.9,14.2
3,2021-01-01 03:00:00,100.94,66.0,13.5
4,2021-01-01 04:00:00,84.85,63.5,12.8
5,2021-01-01 05:00:00,72.4,59.2,12.1
6,2021-01-01 06:00:00,69.45,60.5,11.9
7,2021-01-01 07:00:00,90.81,67.8,11.3
8,2021-01-01 08:00:00,90.08,65.0,11.6
9,2021-01-01 09:00:00,66.9,50.8,12.9
10,2021-01-01 10:00:00,48.6,41.2,14.3
11,2021-01-01 11:00:00,45.7,35.9,15.7
12,2021-01-01 12:00:00,47.6,32.2,17.3
13,2021-01-01 13:00:00,40.9,26.8,19.7
14,2021-01-01 14:00:00,35.6,23.2,22.1
15,2021-01-01 15:00:00,37.0,22.1,23.3
16,2021-01-01 16:00:00,38.5,22.5,23.6
17,2021-01-01 17:00:00,43.6,27.3,20.3
18,2021-01-01 18:00:00,54.7,34.3,17.7
19,2021-01-01 19:00:00,72.6,44.0,16.1
20,2021-01-01 20:00:00,83.1,48.8,15.4
21,2021-01-01 21:00:00,84.73,50.3,15.2
22,2021-01-01 22:00:00,100.66,54.1,14.8
23,2021-01-01 23:00:00,137.13,60.0,14.2
24,2021-01-02 00:00:00,164.89,60.2,14.0
25,2021-01-02 01:00:00,163.16,66.0,13.7
26,2021-01-02 02:00:00,189.14,66.8,13.3
27,2021-01-02 03:00:00,184.78,68.4,13.1
28,2021-01-02 04:00:00,200.0,69.7,12.8
29,2021-01-02 05:00:00,191.16,72.3,12.3
30,2021-01-02 06:00:00,155.66,71.3,12.0
31,2021-01-02 07:00:00,117.94,68.2,11.8
32,2021-01-02 08:00:00,123.31,65.2,12.5
33,2021-01-02 09:00:00,183.99,65.8,13.6
34,2021-01-02 10:00:00,196.65,65.7,14.9
35,2021-01-02 11:00:00,147.11,54.9,16.6
36,2021-01-02 12:00:00,119.3,47.7,18.3
37,2021-01-02 13:00:00,94.5,39.1,20.3
38,2021-01-02 14:00:00,82.3,33.4,22.7
39,2021-01-02 15:00:00,78.5,31.5,24.0
40,2021-01-02 16:00:00,73.6,31.1,24.2
41,2021-01-02 17:00:00,85.3,37.2,21.4
42,2021-01-02 18:00:00,124.0,43.4,18.9
43,2021-01-02 19:00:00,127.7,46.8,17.9
44,2021-01-02 20:00:00,143.7,49.3,17.5
45,2021-01-02 21:00:00,146.0,47.4,17.5
46,2021-01-02 22:00:00,116.64,50.5,16.8
47,2021-01-02 23:00:00,73.88,56.9,16.2
48,2021-01-03 00:00:00,71.46,59.9,15.8
49,2021-01-03 01:00:00,80.02,66.9,15.1
50,2021-01-03 02:00:00,106.52,72.5,14.6
51,2021-01-03 03:00:00,115.83,75.3,14.1
52,2021-01-03 04:00:00,145.44,76.3,13.8
53,2021-01-03 05:00:00,115.83,73.1,13.3
54,2021-01-03 06:00:00,123.6,70.7,12.9
55,2021-01-03 07:00:00,130.41,69.8,12.9
56,2021-01-03 08:00:00,142.19,71.0,13.1
57,2021-01-03 09:00:00,156.49,76.3,13.7
58,2021-01-03 10:00:00,145.07,71.3,15.4
59,2021-01-03 11:00:00,151.77,62.9,17.2
60,2021-01-03 12:00:00,148.62,53.1,19.4
61,2021-01-03 13:00:00,131.2,47.8,21.2
62,2021-01-03 14:00:00,104.8,42.9,22.8
63,2021-01-03 15:00:00,78.1,44.3,21.2
64,2021-01-03 16:00:00,76.5,47.9,19.4
65,2021-01-03 17:00:00,69.9,49.1,18.6
66,2021-01-03 18:00:00,69.2,49.7,18.0
67,2021-01-03 19:00:00,74.8,54.3,17.9
68,2021-01-03 20:00:00,79.49,56.8,17.7
69,2021-01-03 21:00:00,90.27,57.6,17.6
70,2021-01-03 22:00:00,110.5,55.5,17.5
71,2021-01-03 23:00:00,116.11,55.0,17.5
72,2021-01-04 00:00:00,101.29,55.4,17.3
73,2021-01-04 01:00:00,128.61,56.6,17.2
74,2021-01-04 02:00:00,126.52,56.3,17.2
75,2021-01-04 03:00:00,130.11,58.2,17.1
76,2021-01-04 04:00:00,149.02,62.2,16.8
77,2021-01-04 05:00:00,142.57,61.0,16.9
78,2021-01-04 06:00:00,121.57,62.4,16.9
79,2021-01-04 07:00:00,108.5,64.3,16.7
80,2021-01-04 08:00:00,122.44,62.0,16.9
81,2021-01-04 09:00:00,128.51,60.8,17.6
82,2021-01-04 10:00:00,136.95,56.3,18.6
83,2021-01-04 11:00:00,107.4,47.2,19.6
84,2021-01-04 12:00:00,91.8,43.9,20.4
85,2021-01-04 13:00:00,81.1,41.2,21.1
86,2021-01-04 14:00:00,81.6,40.3,21.5
87,2021-01-04 15:00:00,83.7,41.4,21.6
88,2021-01-04 16:00:00,86.8,43.2,21.2
89,2021-01-04 17:00:00,104.0,45.3,20.5
90,2021-01-04 18:00:00,117.3,48.2,19.9
91,2021-01-04 19:00:00,155.78,51.8,19.3
92,2021-01-04 20:00:00,182.94,60.3,18.0
93,2021-01-04 21:00:00,174.5,63.8,17.3
94,2021-01-04 22:00:00,181.41,66.1,16.9
95,2021-01-04 23:00:00,182.35,65.0,17.1
96,2021-01-05 00:00:00,176.84,65.8,16.9
97,2021-01-05 01:00:00,183.1,68.0,17.5
98,2021-01-05 02:00:00,206.15,67.6,17.7
99,2021-01-05 03:00:00,219.16,71.8,17.5
100,2021-01-05 04:00:00,243.68,73.2,17.1
101,2021-01-05 05:00:00,239.06,72.8,17.2
102,2021-01-05 06:00:00,197.13,72.8,17.2
103,2021-01-05 07:00:00,191.08,72.4,17.2
104,2021-01-05 08:00:00,213.39,78.8,16.8
105,2021-01-05 09:00:00,186.71,76.6,17.1
106,2021-01-05 10:00:00,192.34,72.0,18.1
107,2021-01-05 11:00:00,204.52,66.3,19.4
108,2021-01-05 12:00:00,199.6,62.7,19.9
109,2021-01-05 13:00:00,217.9,61.3,20.6
110,2021-01-05 14:00:00,213.67,60.8,20.6
111,2021-01-05 15:00:00,204.44,61.4,20.4
112,2021-01-05 16:00:00,192.38,62.1,20.4
113,2021-01-05 17:00:00,161.25,64.6,20.0
114,2021-01-05 18:00:00,139.2,66.4,19.6
115,2021-01-05 19:00:00,159.5,67.0,19.4
116,2021-01-05 20:00:00,135.67,68.5,19.2
117,2021-01-05 21:00:00,114.13,70.2,19.0
118,2021-01-05 22:00:00,105.64,71.1,18.9
119,2021-01-05 23:00:00,106.02,72.8,18.7
120,2021-01-06 00:00:00,105.4,76.1,18.3
