,time,u10,v10,total_precipitation,surface_pressure,evaporation
0,2021-01-01 00:00:00,0.46246338,-1.7391815,0.0,99834.56,-5.566282e-06
1,2021-01-01 03:00:00,-0.53071594,-2.1005554,0.0,99916.0,-0.00023645232
2,2021-01-01 06:00:00,-0.6055603,-1.7014465,0.0,99571.56,-0.00035180617
3,2021-01-01 09:00:00,-1.0641785,-0.7864685,0.0,99324.31,-0.00019928766
4,2021-01-01 12:00:00,-1.0665131,-0.41648865,0.0,99414.125,-3.43984e-06
5,2021-01-01 15:00:00,0.71572876,0.46409607,0.0,99422.94,-1.9767322e-06
6,2021-01-01 18:00:00,0.51605225,-0.4225006,0.0,99427.69,-1.6011763e-06
7,2021-01-01 21:00:00,0.7120056,-0.5149994,0.0,99365.31,-2.081506e-06
8,2021-01-02 00:00:00,1.1313934,-0.5902405,0.0,99525.56,-2.631219e-06
9,2021-01-02 03:00:00,0.06352234,-0.61058044,0.0,99555.75,-0.00021985569
10,2021-01-02 06:00:00,-0.39666748,-0.053024292,0.0,99190.06,-0.0003533461
11,2021-01-02 09:00:00,-1.0754089,1.3209381,0.0,98965.875,-0.0001981433
12,2021-01-02 12:00:00,-0.7394104,2.152481,0.0,99035.875,-6.3455664e-06
13,2021-01-02 15:00:00,0.56651306,2.266388,0.0,99107.31,-9.024516e-07
14,2021-01-02 18:00:00,0.47929382,0.29211426,0.0,99091.81,2.6100315e-07
15,2021-01-02 21:00:00,0.6486664,-1.1580505,0.0,99124.44,-5.750917e-08
16,2021-01-03 00:00:00,0.9425659,-1.4736786,0.0,99333.56,-1.7932616e-06
17,2021-01-03 03:00:00,0.32444763,-1.546524,0.0,99486.125,-0.00015027286
18,2021-01-03 06:00:00,-0.82392883,-2.0514526,0.0,99245.81,-0.00020861696
19,2021-01-03 09:00:00,-1.4263916,-1.2922058,0.0,99165.94,-9.3819806e-05
20,2021-01-03 12:00:00,-0.7397766,0.0064086914,0.0,99279.06,-5.669426e-06
21,2021-01-03 15:00:00,0.74398804,-0.22821045,0.0,99369.375,-5.9711747e-06
22,2021-01-03 18:00:00,1.3499298,-0.9889679,0.0,99262.69,-5.779555e-06
23,2021-01-03 21:00:00,0.9289856,-1.6366425,0.0,99235.44,-5.2044634e-06
24,2021-01-04 00:00:00,0.7872772,-1.3973846,0.0,99385.56,-6.216578e-06
25,2021-01-04 03:00:00,0.1568451,-1.6326141,0.0,99462.81,-0.0001267218
26,2021-01-04 06:00:00,-0.741333,-0.30708313,0.0,99148.44,-0.00026197825
27,2021-01-04 09:00:00,-1.2805481,1.1458893,0.0,98964.875,-0.00018076552
28,2021-01-04 12:00:00,-1.3892059,2.0313568,0.0,99023.5,-2.9604416e-06
29,2021-01-04 15:00:00,0.18496704,1.9585114,0.0,99061.375,-9.0594403e-07
30,2021-01-04 18:00:00,0.65548706,0.44958496,0.0,99018.56,-1.6018748e-07
31,2021-01-04 21:00:00,0.79940796,-0.9139252,0.0,98999.69,-1.5951227e-06
32,2021-01-05 00:00:00,0.6767578,-1.0593414,0.0,99228.75,-5.1055104e-06
33,2021-01-05 03:00:00,0.0014343262,-1.0856781,0.0,99351.5,-0.00011628284
34,2021-01-05 06:00:00,-1.1295624,-1.0632477,0.0,99087.81,-0.00014116452
35,2021-01-05 09:00:00,-1.5207825,-0.33724976,4.7683716e-07,99006.25,-7.69617e-05
36,2021-01-05 12:00:00,-1.2642059,-0.21418762,6.246567e-05,99167.0,-6.4196065e-06
37,2021-01-05 15:00:00,-0.5524292,-0.28160095,7.247925e-05,99186.19,-2.239598e-06
38,2021-01-05 18:00:00,0.31048584,-0.8768921,7.724762e-05,99131.69,-4.6237838e-06
39,2021-01-05 21:00:00,0.06690979,-1.2353058,1.9073486e-05,99071.56,-6.971881e-06
40,2021-01-06 00:00:00,-0.11567688,-0.95433044,2.1457672e-05,99196.5,-6.0803723e-06
41,2021-01-06 03:00:00,-0.5734863,-1.1330109,1.5735626e-05,99282.81,-0.00011228048
42,2021-01-06 06:00:00,-0.6665344,-0.19862366,0.0,98897.5,-0.00014065346
43,2021-01-06 09:00:00,-1.2261505,1.0160675,0.0,98726.31,-7.131393e-05
44,2021-01-06 12:00:00,-0.6450653,0.79345703,2.861023e-06,98799.69,-6.9683883e-06
45,2021-01-06 15:00:00,-1.0205536,0.719574,5.9127808e-05,98889.06,-6.333459e-06
46,2021-01-06 18:00:00,-0.5404358,-0.7686157,3.0517578e-05,98910.0,-5.651731e-06
47,2021-01-06 21:00:00,-0.13227844,-1.0041656,6.67572e-06,98903.625,-4.536938e-06
48,2021-01-07 00:00:00,-0.7631531,-1.5629272,1.859665e-05,99127.625,-1.0910211e-05
49,2021-01-07 03:00:00,-0.6649475,-2.2993164,1.9550323e-05,99306.625,-9.416696e-05
50,2021-01-07 06:00:00,-1.0854645,-2.5812836,1.8119812e-05,99038.5,-9.738002e-05
51,2021-01-07 09:00:00,-1.2789688,-2.022461,2.336502e-05,98959.25,-5.6145014e-05
52,2021-01-07 12:00:00,-0.8932953,-1.514328,0.00019645691,99136.19,-2.7976697e-05
53,2021-01-07 15:00:00,-0.878479,-2.1959991,0.00013923645,99305.75,-5.344348e-05
54,2021-01-07 18:00:00,-0.70988464,-3.0628662,0.00017929077,99420.25,-6.589061e-05
55,2021-01-07 21:00:00,-0.71984863,-3.7832184,0.00012302399,99471.875,-7.0805894e-05
56,2021-01-08 00:00:00,-0.8661499,-3.84758,9.393692e-05,99694.69,-7.2576804e-05
57,2021-01-08 03:00:00,-0.46980286,-3.9035492,4.2438507e-05,99900.06,-9.991508e-05
58,2021-01-08 06:00:00,-0.3446045,-3.5982819,1.7642975e-05,99652.5,-9.9960715e-05
59,2021-01-08 09:00:00,-0.6719208,-2.991043,0.0,99524.06,-5.839602e-05
60,2021-01-08 12:00:00,-1.0355988,-2.1221313,3.8146973e-06,99631.5,-1.7632265e-05
61,2021-01-08 15:00:00,-0.6644287,-2.2835236,0.0,99651.125,-1.8199673e-05
62,2021-01-08 18:00:00,-0.85847473,-2.8238373,0.0,99686.0,-1.924974e-05
63,2021-01-08 21:00:00,-0.4453125,-3.1582794,0.0,99606.375,-1.995638e-05
64,2021-01-09 00:00:00,-0.50627136,-2.780014,0.0,99666.375,-1.9545667e-05
65,2021-01-09 03:00:00,-0.52275085,-2.5978394,0.0,99790.56,-0.00010874169
66,2021-01-09 06:00:00,-0.54115295,-2.2130127,0.0,99432.81,-0.000171836
67,2021-01-09 09:00:00,-1.0300446,-1.9531555,0.0,99226.69,-0.00010685902
68,2021-01-09 12:00:00,-0.8220215,-0.9122467,0.0,99385.19,-1.6833888e-05
69,2021-01-09 15:00:00,-0.28681946,-0.90171814,0.0,99455.375,-1.00242905e-05
70,2021-01-09 18:00:00,0.09489441,-1.0606995,0.0,99454.625,-1.2158416e-05
71,2021-01-09 21:00:00,-0.18469238,-1.9021606,0.0,99434.5,-1.6066013e-05
72,2021-01-10 00:00:00,-0.61712646,-2.6206512,0.0,99612.875,-1.84495e-05
73,2021-01-10 03:00:00,-0.21626282,-3.0452118,0.0,99698.56,-0.00016974076
74,2021-01-10 06:00:00,-0.41500854,-2.5437927,0.0,99339.0,-0.00022579497
75,2021-01-10 09:00:00,-0.91156006,-1.5744171,0.0,99166.31,-0.00014488888
76,2021-01-10 12:00:00,-0.4742279,-0.7667084,0.0,99258.06,-9.590527e-06
77,2021-01-10 15:00:00,0.27409363,-1.1534424,0.0,99486.56,-1.1071097e-05
78,2021-01-10 18:00:00,0.46881104,-2.1325226,0.0,99621.56,-1.2932578e-05
79,2021-01-10 21:00:00,-0.32733154,-3.3279724,0.0,99732.19,-2.0263251e-05
80,2021-01-11 00:00:00,-0.44540405,-3.6394958,3.8146973e-06,99940.0,-2.2315653e-05
81,2021-01-11 03:00:00,-0.65452576,-4.233078,0.0,100196.19,-8.6428365e-05
82,2021-01-11 06:00:00,-0.7116852,-4.5632324,0.0,99964.44,-0.00012220745
83,2021-01-11 09:00:00,-0.6954498,-3.4739227,0.0,99848.125,-0.00012033852
84,2021-01-11 12:00:00,0.11979675,-1.5061035,0.0,99919.31,-1.7651822e-05
85,2021-01-11 15:00:00,0.009292603,-1.3965302,0.0,100096.81,-1.5426427e-05
86,2021-01-11 18:00:00,0.4903412,-1.4159241,0.0,100098.69,-1.2708828e-05
87,2021-01-11 21:00:00,0.48112488,-1.7461548,0.0,99958.44,-1.5896745e-05
88,2021-01-12 00:00:00,0.7671814,-1.5748901,0.0,99958.375,-1.3986835e-05
89,2021-01-12 03:00:00,0.06851196,-3.6655731,0.0,100013.25,-0.00021080184
90,2021-01-12 06:00:00,-0.37979126,-2.8837585,0.0,99606.25,-0.00034039654
91,2021-01-12 09:00:00,0.03590393,-2.024994,0.0,99334.125,-0.0002189388
92,2021-01-12 12:00:00,0.65197754,-1.0437317,0.0,99266.75,-4.660571e-06
93,2021-01-12 15:00:00,1.5432892,-0.5404663,0.0,99294.5,-8.020317e-06
94,2021-01-12 18:00:00,1.135498,-0.3320923,0.0,99205.5,-4.6610367e-06
95,2021-01-12 21:00:00,1.0162811,-0.13685608,0.0,99040.56,-3.2882672e-06
96,2021-01-13 00:00:00,0.62879944,0.09669495,0.0,99088.25,-3.6959536e-06
97,2021-01-13 03:00:00,-0.39395142,0.74557495,0.0,99232.69,-0.00025449973
98,2021-01-13 06:00:00,-0.8142395,1.291687,0.0,98886.19,-0.0003912754
99,2021-01-13 09:00:00,-1.274353,2.200653,0.0,98656.75,-0.00023596385
100,2021-01-13 12:00:00,-0.8805237,1.8364868,0.0,98742.25,-1.0075979e-05
101,2021-01-13 15:00:00,-0.19294739,2.1638794,0.0,98884.875,-1.964625e-06
102,2021-01-13 18:00:00,0.7839508,0.21273804,0.0,98886.0,-3.0146912e-06
103,2021-01-13 21:00:00,0.5935974,-0.4889984,0.0,98803.81,-1.0586809e-06
104,2021-01-14 00:00:00,0.89367676,-0.80973816,0.0,98894.56,1.611188e-07
105,2021-01-14 03:00:00,-0.3617096,-0.8354492,0.0,99074.5,-0.00019656634
106,2021-01-14 06:00:00,-1.0046539,0.041732788,0.0,98714.81,-0.0003308265
107,2021-01-14 09:00:00,-1.5639954,0.8322296,0.0,98577.06,-0.00017026183
108,2021-01-14 12:00:00,-1.3439178,1.8252869,0.0,98669.06,-4.1020103e-06
109,2021-01-14 15:00:00,0.75315857,1.3587952,0.0,98792.44,9.576324e-07
110,2021-01-14 18:00:00,0.95492554,0.2303009,0.0,98744.75,2.8724317e-06
111,2021-01-14 21:00:00,0.72558594,-0.48103333,0.0,98630.06,2.617715e-06
112,2021-01-15 00:00:00,0.7670593,-0.86257935,0.0,98727.5,3.0624215e-06
113,2021-01-15 03:00:00,-0.07208252,-0.50923157,4.7683716e-07,98861.94,-0.0001299784
114,2021-01-15 06:00:00,-0.6607666,1.1995239,0.0,98549.69,-0.00014006789
115,2021-01-15 09:00:00,-0.8313446,1.8160248,9.536743e-07,98412.69,-8.778903e-05
116,2021-01-15 12:00:00,-0.9829712,1.1513214,1.001358e-05,98460.5,-6.9835223e-06
117,2021-01-15 15:00:00,-0.82025146,1.2062225,8.583069e-06,98639.25,-2.7643982e-06
118,2021-01-15 18:00:00,-0.47824097,1.0198212,7.6293945e-06,98605.06,-1.2316741e-06
119,2021-01-15 21:00:00,-0.31321716,-0.15560913,3.528595e-05,98595.19,-2.5606714e-06
120,2021-01-16 00:00:00,-0.31028748,-0.20367432,4.386902e-05,98764.19,-1.4358666e-06
121,2021-01-16 03:00:00,-0.9345856,-0.015640259,4.339218e-05,98860.19,-8.129026e-05
