,time,u10,v10,total_precipitation,surface_pressure,evaporation
0,2021-01-01 00:00:00,-0.18792725,-2.8153534,0.0,102498.56,-3.5785837e-05
1,2021-01-01 03:00:00,-0.7377472,-2.2206726,0.0,102562.0,-0.00020894478
2,2021-01-01 06:00:00,0.20108032,-1.0608215,0.0,102210.56,-0.00030638743
3,2021-01-01 09:00:00,0.073516846,-0.19662476,0.0,101957.31,-0.00016334606
4,2021-01-01 12:00:00,-0.29795837,1.6235504,0.0,102063.125,-1.2946781e-05
5,2021-01-01 15:00:00,-2.2051697,1.1711273,0.0,102097.94,-1.1602882e-05
6,2021-01-01 18:00:00,-1.8198853,-1.4537506,0.0,102108.69,-8.753734e-06
7,2021-01-01 21:00:00,-0.62197876,-1.82164,0.0,102018.31,-1.1946075e-05
8,2021-01-02 00:00:00,-0.008255005,-1.8617249,0.0,102195.56,-1.3747485e-05
9,2021-01-02 03:00:00,-0.16499329,-1.5002289,0.0,102207.75,-0.00019863644
10,2021-01-02 06:00:00,0.65509033,-0.28153992,0.0,101814.06,-0.000310848
11,2021-01-02 09:00:00,-0.11154175,1.4410553,0.0,101594.875,-0.0001634832
12,2021-01-02 12:00:00,-1.1476135,2.0304108,0.0,101680.875,-1.9071158e-05
13,2021-01-02 15:00:00,-2.0887604,0.59451294,0.0,101769.31,-1.0439195e-05
14,2021-01-02 18:00:00,-1.5744171,-0.9530029,0.0,101790.81,-1.2345379e-05
15,2021-01-02 21:00:00,-1.1140289,-1.5643005,0.0,101787.44,-1.3557961e-05
16,2021-01-03 00:00:00,-0.21759033,-2.0928192,0.0,101974.56,-1.63964e-05
17,2021-01-03 03:00:00,0.54026794,-2.2457428,0.0,102112.125,-0.00012887479
18,2021-01-03 06:00:00,-0.5016632,-2.0895386,0.0,101875.81,-0.00016194652
19,2021-01-03 09:00:00,-0.8580322,-0.10372925,0.0,101770.94,-9.0988586e-05
20,2021-01-03 12:00:00,-1.0395813,1.472229,0.0,101891.06,-6.4144842e-06
21,2021-01-03 15:00:00,0.51156616,-1.1569214,0.0,101973.375,-3.318768e-06
22,2021-01-03 18:00:00,0.47102356,-1.8844757,0.0,101885.69,-9.028008e-06
23,2021-01-03 21:00:00,0.30007935,-2.3436737,0.0,101854.44,-1.6231323e-05
24,2021-01-04 00:00:00,0.18278503,-2.2391815,0.0,101994.56,-1.9627623e-05
25,2021-01-04 03:00:00,-0.2415924,-1.5398407,0.0,102055.81,-0.00010729069
26,2021-01-04 06:00:00,-0.20812988,0.30522156,0.0,101760.44,-0.00022067223
27,2021-01-04 09:00:00,-0.9934387,1.3949127,0.0,101589.875,-0.00012806011
28,2021-01-04 12:00:00,-1.0571747,1.8790131,0.0,101650.5,-9.531854e-06
29,2021-01-04 15:00:00,-2.0152283,0.3686676,0.0,101684.375,-4.6312343e-06
