,time,u10,v10,total_precipitation,surface_pressure,evaporation
0,2021-01-01 00:00:00,-5.920349,-7.436447,0.0,102592.56,-0.00048386375
1,2021-01-01 03:00:00,-4.8549347,-7.335907,0.0,102699.0,-0.00045260857
2,2021-01-01 06:00:00,-4.0830994,-7.236603,0.0,102478.56,-0.00042237807
3,2021-01-01 09:00:00,-3.9704285,-6.6038513,0.0,102290.31,-0.00038918806
4,2021-01-01 12:00:00,-4.856552,-4.0912933,0.0,102359.125,-0.00037152832
5,2021-01-01 15:00:00,-4.4825134,-4.1013336,0.0,102337.94,-0.0003737607
6,2021-01-01 18:00:00,-5.1431274,-4.7125397,0.0,102290.69,-0.00036945124
7,2021-01-01 21:00:00,-5.621002,-4.6507416,0.0,102219.31,-0.00033372175
8,2021-01-02 00:00:00,-5.307083,-4.3158264,0.0,102352.56,-0.0003143635
9,2021-01-02 03:00:00,-4.275345,-4.549057,0.0,102376.75,-0.0002843181
10,2021-01-02 06:00:00,-3.0773315,-4.868454,0.0,102085.06,-0.00024227286
11,2021-01-02 09:00:00,-3.186737,-3.5931244,0.0,101969.875,-0.00022690254
12,2021-01-02 12:00:00,-3.0606995,-1.450058,0.0,101998.875,-0.00017079478
13,2021-01-02 15:00:00,-2.4852448,-0.74728394,0.0,102026.31,-0.00013653282
14,2021-01-02 18:00:00,-2.23555,-2.508667,0.0,101992.81,-0.00014836318
15,2021-01-02 21:00:00,-2.6511383,-5.023285,4.7683716e-07,101943.44,-0.00017913966
16,2021-01-03 00:00:00,-3.1257935,-4.543991,2.2411346e-05,102084.56,-0.00016439473
17,2021-01-03 03:00:00,-4.13356,-3.7779694,8.583069e-05,102202.125,-0.0001534617
18,2021-01-03 06:00:00,-6.0856476,-5.693054,0.00029706955,102045.81,-0.00018632482
19,2021-01-03 09:00:00,-6.4801025,-7.2150574,2.9087067e-05,102003.94,-0.00026113004
20,2021-01-03 12:00:00,-5.971222,-6.487732,0.0,102066.06,-0.00030667288
21,2021-01-03 15:00:00,-5.028473,-5.3463745,0.0,102156.375,-0.00030375598
22,2021-01-03 18:00:00,-4.3414764,-7.3131866,0.0,102034.69,-0.00032269745
23,2021-01-03 21:00:00,-4.9147644,-7.7684784,0.0,102032.44,-0.00033595064
24,2021-01-04 00:00:00,-4.827957,-7.5653534,0.0,102184.56,-0.00033976417
25,2021-01-04 03:00:00,-4.849991,-6.405075,0.0,102283.81,-0.00028228993
26,2021-01-04 06:00:00,-3.6593018,-5.5902863,0.0,102019.44,-0.00022520218
27,2021-01-04 09:00:00,-3.4543762,-5.4439545,0.0,101862.875,-0.00019928766
28,2021-01-04 12:00:00,-3.0815887,-3.9608307,0.0,101935.5,-0.00016712653
29,2021-01-04 15:00:00,-3.4683533,-3.1616058,0.0,101941.375,-0.00014342065
30,2021-01-04 18:00:00,-3.2077942,-4.139282,1.9073486e-06,101854.56,-0.00014327094
31,2021-01-04 21:00:00,-4.2259827,-4.441269,0.0,101783.69,-0.00012691389
32,2021-01-05 00:00:00,-4.1503906,-5.1999664,0.000113487244,101994.75,-0.00012204982
33,2021-01-05 03:00:00,-4.348175,-7.335678,3.33786e-05,102114.5,-0.00015076413
34,2021-01-05 06:00:00,-4.943039,-7.1032867,1.1920929e-05,101902.81,-0.00018759654
35,2021-01-05 09:00:00,-5.508087,-7.1595154,3.8146973e-06,101841.25,-0.00024209637
36,2021-01-05 12:00:00,-5.064987,-6.291336,8.583069e-06,101993.0,-0.00026263017
37,2021-01-05 15:00:00,-5.4694214,-6.4700775,1.7166138e-05,101994.19,-0.00025287713
38,2021-01-05 18:00:00,-5.873108,-7.124939,4.7683716e-05,101908.69,-0.00025195326
39,2021-01-05 21:00:00,-5.6869965,-7.6171417,6.9618225e-05,101845.56,-0.0002521854
40,2021-01-06 00:00:00,-5.8598175,-7.4992523,2.7179718e-05,101987.5,-0.00030615996
41,2021-01-06 03:00:00,-5.451416,-7.5578156,1.335144e-05,102073.81,-0.00030456507
42,2021-01-06 06:00:00,-4.075714,-6.209366,1.9073486e-06,101748.5,-0.00022794446
43,2021-01-06 09:00:00,-4.202713,-5.7739716,0.0,101630.31,-0.00020399387
44,2021-01-06 12:00:00,-4.6606903,-4.7338867,0.0,101670.69,-0.0002009815
45,2021-01-06 15:00:00,-4.4443817,-4.481598,8.583069e-05,101742.06,-0.0001827036
46,2021-01-06 18:00:00,-5.787506,-5.845764,0.000101566315,101690.0,-0.00020628097
47,2021-01-06 21:00:00,-6.265091,-8.424088,0.00012588501,101654.625,-0.00022662384
48,2021-01-07 00:00:00,-6.8070984,-8.919373,8.201599e-05,101870.625,-0.0003032412
49,2021-01-07 03:00:00,-7.1874084,-9.724121,0.0001502037,102039.625,-0.00035365578
50,2021-01-07 06:00:00,-7.2192535,-9.595932,0.00026226044,101822.5,-0.0004013935
51,2021-01-07 09:00:00,-7.3961563,-9.707031,0.00014734268,101773.25,-0.00040465337
52,2021-01-07 12:00:00,-7.1247406,-9.3815155,0.00038003922,101924.19,-0.00042169518
53,2021-01-07 15:00:00,-7.7593384,-9.96553,0.0004940033,102068.75,-0.00047878223
54,2021-01-07 18:00:00,-8.101486,-10.723022,0.00049972534,102120.25,-0.00053730374
55,2021-01-07 21:00:00,-7.8634033,-11.86525,0.0005950928,102136.875,-0.00059628044
56,2021-01-08 00:00:00,-7.404236,-11.50383,0.00063085556,102397.69,-0.00065458636
57,2021-01-08 03:00:00,-7.110428,-11.834213,0.00043725967,102612.06,-0.0006478904
58,2021-01-08 06:00:00,-6.033081,-11.870743,0.00035619736,102408.5,-0.00062933937
59,2021-01-08 09:00:00,-5.8818817,-11.099442,0.00029039383,102352.06,-0.0006166829
60,2021-01-08 12:00:00,-6.2299347,-9.725647,0.00026512146,102473.5,-0.00057815434
61,2021-01-08 15:00:00,-6.140991,-9.8059845,0.00030183792,102477.125,-0.00057732104
62,2021-01-08 18:00:00,-6.126053,-9.945908,0.00022411346,102480.0,-0.00056853634
63,2021-01-08 21:00:00,-6.2998047,-10.090897,0.00013923645,102369.375,-0.0005987771
64,2021-01-09 00:00:00,-5.6068573,-9.322983,0.00010585785,102481.375,-0.0005932404
65,2021-01-09 03:00:00,-5.3030243,-8.46698,3.2424927e-05,102588.56,-0.00051992433
66,2021-01-09 06:00:00,-4.458145,-8.4522705,1.4305115e-06,102281.81,-0.000485118
67,2021-01-09 09:00:00,-4.6579742,-8.569366,9.536743e-07,102123.69,-0.00047977548
68,2021-01-09 12:00:00,-4.2644043,-7.464981,0.0,102287.19,-0.00043361937
69,2021-01-09 15:00:00,-4.789749,-6.932968,0.0,102325.375,-0.00042177318
70,2021-01-09 18:00:00,-5.556473,-7.58609,1.4305115e-06,102270.625,-0.0004301956
71,2021-01-09 21:00:00,-5.386841,-8.709778,0.00016927719,102212.5,-0.0004687335
72,2021-01-10 00:00:00,-4.6122437,-8.825729,0.000101566315,102394.875,-0.0004955847
73,2021-01-10 03:00:00,-4.300247,-8.755173,4.7683716e-07,102499.56,-0.0004640089
74,2021-01-10 06:00:00,-3.9823914,-7.150238,0.0,102215.0,-0.0003840453
75,2021-01-10 09:00:00,-3.1869507,-7.621292,0.0,102053.31,-0.00038178754
76,2021-01-10 12:00:00,-3.1763763,-6.713974,0.0,102180.06,-0.00036540045
77,2021-01-10 15:00:00,-4.121414,-7.8917236,7.867813e-05,102313.56,-0.00040431274
78,2021-01-10 18:00:00,-5.239197,-9.680374,7.1525574e-05,102363.56,-0.0004960878
79,2021-01-10 21:00:00,-4.924988,-11.687347,0.00014352798,102446.19,-0.0006291247
80,2021-01-11 00:00:00,-3.3623962,-11.986176,6.1035156e-05,102693.0,-0.0006785032
81,2021-01-11 03:00:00,-4.5031586,-11.786789,1.5735626e-05,102983.19,-0.00071767136
82,2021-01-11 06:00:00,-4.435318,-12.148193,9.536743e-07,102779.44,-0.0007077635
83,2021-01-11 09:00:00,-4.0958405,-11.75322,0.0,102687.125,-0.0006960896
84,2021-01-11 12:00:00,-3.805008,-11.339111,0.0,102782.31,-0.00069935014
85,2021-01-11 15:00:00,-5.012192,-10.717819,0.0,102947.81,-0.0006987341
86,2021-01-11 18:00:00,-5.6737213,-10.968658,0.0,102870.69,-0.0006849896
87,2021-01-11 21:00:00,-4.6761017,-11.269592,0.0,102753.44,-0.0006966414
88,2021-01-12 00:00:00,-4.8627014,-10.1119995,0.0,102761.375,-0.0006502068
89,2021-01-12 03:00:00,-4.332855,-8.978073,0.0,102878.25,-0.00058285403
90,2021-01-12 06:00:00,-3.3963928,-8.067352,0.0,102518.25,-0.0004889313
91,2021-01-12 09:00:00,-2.6467133,-7.9703064,0.0,102230.125,-0.00042239926
92,2021-01-12 12:00:00,-2.098999,-5.707794,0.0,102223.75,-0.0003552253
93,2021-01-12 15:00:00,-3.1285858,-4.3119507,0.0,102235.5,-0.00028851978
94,2021-01-12 18:00:00,-2.6340332,-4.017639,0.0,102146.5,-0.00023866887
95,2021-01-12 21:00:00,-3.0374298,-3.596817,0.0,101977.56,-0.00023649144
96,2021-01-13 00:00:00,-3.5899506,-2.135727,0.0,102013.25,-0.00021258043
97,2021-01-13 03:00:00,-2.2103577,-2.3960266,0.0,102143.69,-0.00018333178
98,2021-01-13 06:00:00,-2.6716614,-1.8323364,0.0,101868.19,-0.0001694865
99,2021-01-13 09:00:00,-3.2938843,-0.32180786,0.0,101663.75,-0.00014399388
100,2021-01-13 12:00:00,-2.9127502,0.15289307,0.0,101714.25,-0.00013444107
101,2021-01-13 15:00:00,-3.1304474,0.7703247,0.0,101823.875,-0.000130055
