,time,u10,v10,total_precipitation,surface_pressure,evaporation
0,2021-01-01 00:00:00,0.12164307,-2.5096893,0.0,101848.56,-4.120986e-05
1,2021-01-01 03:00:00,-0.75923157,-1.9364929,0.0,101909.0,-0.00019970606
2,2021-01-01 06:00:00,0.20010376,-0.72976685,0.0,101569.56,-0.0002775686
3,2021-01-01 09:00:00,-0.18527222,0.36782837,0.0,101333.31,-0.00014877273
4,2021-01-01 12:00:00,-1.3956146,1.695816,0.0,101453.125,-1.947349e-05
5,2021-01-01 15:00:00,-2.3887634,0.6252289,0.0,101480.94,-1.2169126e-05
6,2021-01-01 18:00:00,-1.4077759,-2.0230865,0.0,101484.69,-1.1882978e-05
7,2021-01-01 21:00:00,-0.33486938,-1.7874603,0.0,101391.31,-1.5760772e-05
8,2021-01-02 00:00:00,0.15776062,-1.8246155,0.0,101560.56,-1.7293962e-05
9,2021-01-02 03:00:00,-0.5819855,-1.1711273,0.0,101570.75,-0.00018740096
10,2021-01-02 06:00:00,0.32989502,0.22431946,0.0,101182.06,-0.00027937675
11,2021-01-02 09:00:00,-0.60372925,1.9557037,0.0,100986.875,-0.00015427428
12,2021-01-02 12:00:00,-1.4474182,1.5684967,0.0,101080.875,-2.2349413e-05
13,2021-01-02 15:00:00,-2.4569244,-0.17111206,0.0,101160.31,-1.1571683e-05
14,2021-01-02 18:00:00,-1.2853546,-1.3582764,0.0,101180.81,-1.6011065e-05
15,2021-01-02 21:00:00,-0.90504456,-1.7029724,0.0,101164.44,-1.7551472e-05
16,2021-01-03 00:00:00,-0.30645752,-2.1250458,0.0,101340.56,-2.1254178e-05
17,2021-01-03 03:00:00,0.12132263,-2.0719147,0.0,101475.125,-0.00011781813
18,2021-01-03 06:00:00,-0.8434601,-1.8366089,0.0,101251.81,-0.00013759802
19,2021-01-03 09:00:00,-1.1685791,0.03201294,0.0,101157.94,-8.0825994e-05
20,2021-01-03 12:00:00,-1.8188782,0.98883057,0.0,101278.06,-7.040333e-06
21,2021-01-03 15:00:00,0.3670349,-1.6676636,0.0,101350.375,-4.779082e-06
22,2021-01-03 18:00:00,0.47688293,-1.6969757,0.0,101261.69,-1.0965159e-05
23,2021-01-03 21:00:00,0.4260559,-2.1542206,0.0,101224.44,-1.8079067e-05
24,2021-01-04 00:00:00,0.2589569,-1.9481659,0.0,101367.56,-2.0283274e-05
25,2021-01-04 03:00:00,-0.5599518,-1.3738251,0.0,101423.81,-9.3134586e-05
26,2021-01-04 06:00:00,-0.5802002,0.5415497,0.0,101140.44,-0.00019250903
27,2021-01-04 09:00:00,-1.3127747,1.3900299,0.0,100987.875,-0.00011354638
28,2021-01-04 12:00:00,-1.6216278,1.557724,0.0,101047.5,-1.1185883e-05
29,2021-01-04 15:00:00,-2.252533,-0.56785583,0.0,101080.375,-4.333211e-06
30,2021-01-04 18:00:00,-1.4656067,-1.1519775,0.0,101036.56,-1.2975186e-05
31,2021-01-04 21:00:00,-0.53848267,-1.8777924,0.0,100997.69,-1.7569168e-05
32,2021-01-05 00:00:00,-0.107421875,-1.2927399,0.0,101212.75,-1.4165416e-05
33,2021-01-05 03:00:00,-0.839386,-1.2184906,0.0,101343.5,-5.9896847e-05
34,2021-01-05 06:00:00,-1.0914764,-1.3337555,0.0,101085.81,-8.504675e-05
35,2021-01-05 09:00:00,-1.099884,-0.37728882,0.0,101012.25,-4.6026893e-05
36,2021-01-05 12:00:00,-0.6499481,0.37565613,1.9073486e-06,101164.0,-6.6282228e-06
37,2021-01-05 15:00:00,-1.0036011,-1.3616791,0.0,101195.19,-2.239598e-06
38,2021-01-05 18:00:00,-0.4932251,-1.4716187,9.536743e-07,101113.69,-7.067574e-06
39,2021-01-05 21:00:00,-0.47410583,-1.7382355,0.0,101055.56,-1.1501834e-05
40,2021-01-06 00:00:00,-0.6674347,-1.5597992,0.0,101193.5,-1.2636883e-05
41,2021-01-06 03:00:00,-1.5842285,-1.4142609,0.0,101259.81,-9.642565e-05
42,2021-01-06 06:00:00,-0.9096985,0.10411072,0.0,100871.5,-0.00011910638
43,2021-01-06 09:00:00,-1.6079865,1.1137238,0.0,100740.31,-7.399614e-05
44,2021-01-06 12:00:00,-2.0112762,0.82177734,0.0,100823.69,-1.6981969e-05
45,2021-01-06 15:00:00,-1.8408661,-0.42886353,0.0,100906.06,-1.083361e-05
46,2021-01-06 18:00:00,-0.6810608,-1.4014282,4.7683716e-07,100917.0,-1.3608951e-05
47,2021-01-06 21:00:00,-1.2699738,-2.3401031,0.0,100917.625,-1.8663239e-05
48,2021-01-07 00:00:00,-1.0854187,-3.1742554,7.1525574e-06,101146.625,-2.7748523e-05
49,2021-01-07 03:00:00,-1.3172913,-3.770996,2.3841858e-06,101294.625,-6.472226e-05
50,2021-01-07 06:00:00,-1.0522614,-3.5676117,0.0,101049.5,-8.313451e-05
51,2021-01-07 09:00:00,-1.3873672,-3.3173828,0.0,100980.25,-5.3969445e-05
52,2021-01-07 12:00:00,-1.1657562,-3.163742,1.2397766e-05,101158.19,-3.122515e-05
53,2021-01-07 15:00:00,-1.5269165,-3.8024445,1.2397766e-05,101338.75,-3.7886668e-05
54,2021-01-07 18:00:00,-1.6024628,-4.24646,1.7166138e-05,101441.25,-4.4403132e-05
55,2021-01-07 21:00:00,-1.5352783,-4.834976,7.534027e-05,101464.875,-5.7186233e-05
56,2021-01-08 00:00:00,-1.4364624,-5.0653534,4.005432e-05,101725.69,-7.034163e-05
57,2021-01-08 03:00:00,-1.3213654,-4.9113617,6.0081482e-05,101909.06,-9.3060546e-05
58,2021-01-08 06:00:00,-0.85046387,-4.2994537,0.0,101676.5,-9.581819e-05
59,2021-01-08 09:00:00,-0.7519989,-3.7918243,0.0,101582.06,-7.043616e-05
60,2021-01-08 12:00:00,-0.7240753,-2.944397,0.0,101701.5,-4.388811e-05
61,2021-01-08 15:00:00,-0.8411865,-3.0667267,0.0,101713.125,-4.332303e-05
62,2021-01-08 18:00:00,-1.1719513,-3.1597748,0.0,101742.0,-4.157168e-05
63,2021-01-08 21:00:00,-0.53222656,-3.0703888,0.0,101633.375,-4.32916e-05
64,2021-01-09 00:00:00,-0.3568573,-2.9440765,0.0,101723.375,-4.639756e-05
65,2021-01-09 03:00:00,-1.0207977,-2.5021362,0.0,101821.56,-0.00011371868
66,2021-01-09 06:00:00,-0.07044983,-1.9835205,0.0,101493.81,-0.00015037833
67,2021-01-09 09:00:00,-0.75953674,-1.8086243,0.0,101282.69,-8.6891465e-05
68,2021-01-09 12:00:00,-0.16772461,-1.3487701,0.0,101440.19,-2.4105655e-05
69,2021-01-09 15:00:00,-0.7135773,-1.2855072,0.0,101516.375,-2.772687e-05
70,2021-01-09 18:00:00,-2.0330353,-2.2501526,0.0,101524.625,-3.2841228e-05
