timestamp,PM2.5,humidity,temperature
2021-01-01 00:00:00,36.6,66.7,15.1
2021-01-01 01:00:00,40.8,70.1,14.7
2021-01-01 02:00:00,53.4,73.9,14.1
2021-01-01 03:00:00,54.6,75.8,13.8
2021-01-01 04:00:00,62.5,73.8,13.6
2021-01-01 05:00:00,69.0,69.7,13.0
2021-01-01 06:00:00,53.2,64.7,12.6
2021-01-01 07:00:00,47.7,61.9,12.4
2021-01-01 08:00:00,62.3,61.4,12.9
2021-01-01 09:00:00,46.6,51.5,14.5
2021-01-01 10:00:00,32.0,38.6,16.1
2021-01-01 11:00:00,30.3,34.2,17.7
2021-01-01 12:00:00,34.2,29.8,18.9
2021-01-01 13:00:00,29.1,28.0,19.9
2021-01-01 14:00:00,29.4,26.9,21.2
2021-01-01 15:00:00,31.8,26.2,21.1
2021-01-01 16:00:00,33.2,26.6,22.1
2021-01-01 17:00:00,41.6,28.8,21.1
2021-01-01 18:00:00,53.6,37.1,18.6
2021-01-01 19:00:00,80.4,43.9,17.9
2021-01-01 20:00:00,183.98,51.1,17.1
2021-01-01 21:00:00,77.51,58.4,16.2
2021-01-01 22:00:00,63.59,66.5,15.5
2021-01-01 23:00:00,78.14,63.7,15.0
2021-01-02 00:00:00,66.74,69.3,14.7
2021-01-02 01:00:00,62.17,72.2,14.6
2021-01-02 02:00:00,63.94,73.6,14.0
2021-01-02 03:00:00,64.24,76.3,13.6
2021-01-02 04:00:00,76.8,74.9,13.1
2021-01-02 05:00:00,77.87,73.6,13.0
2021-01-02 06:00:00,68.64,75.4,12.9
2021-01-02 07:00:00,67.6,75.1,12.8
2021-01-02 08:00:00,80.83,74.3,13.1
2021-01-02 09:00:00,106.54,70.7,14.5
2021-01-02 10:00:00,106.81,62.8,16.2
2021-01-02 11:00:00,98.19,51.7,17.8
2021-01-02 12:00:00,60.5,43.8,19.9
2021-01-02 13:00:00,55.7,41.9,19.5
2021-01-02 14:00:00,55.2,39.5,20.1
2021-01-02 15:00:00,55.6,38.4,20.6
2021-01-02 16:00:00,52.2,35.9,21.9
2021-01-02 17:00:00,46.9,34.9,22.5
2021-01-02 18:00:00,62.6,44.2,20.4
2021-01-02 19:00:00,83.91,51.5,18.7
2021-01-02 20:00:00,96.52,51.1,18.0
2021-01-02 21:00:00,77.2,59.8,16.6
