timestamp,PM2.5,humidity,temperature
2021-01-01 00:00:00,69.8,64.2,13.6
2021-01-01 01:00:00,77.1,63.1,13.4
2021-01-01 02:00:00,82.17,62.6,13.0
2021-01-01 03:00:00,122.53,65.7,12.5
2021-01-01 04:00:00,139.39,61.2,12.0
2021-01-01 05:00:00,116.28,59.8,11.5
2021-01-01 06:00:00,68.66,60.6,11.0
2021-01-01 07:00:00,77.4,59.2,10.7
2021-01-01 08:00:00,78.4,51.9,12.8
2021-01-01 09:00:00,58.2,40.0,15.2
2021-01-01 10:00:00,44.8,34.4,16.4
2021-01-01 11:00:00,50.5,32.7,17.2
2021-01-01 12:00:00,49.4,30.4,18.1
2021-01-01 13:00:00,46.0,28.6,18.1
2021-01-01 14:00:00,45.4,28.6,18.1
2021-01-01 15:00:00,45.1,29.1,18.1
2021-01-01 16:00:00,51.2,31.4,17.5
2021-01-01 17:00:00,54.0,33.6,17.1
2021-01-01 18:00:00,63.7,37.3,16.3
2021-01-01 19:00:00,78.8,39.7,15.9
2021-01-01 20:00:00,112.6,44.8,15.6
2021-01-01 21:00:00,131.0,45.6,15.3
2021-01-01 22:00:00,157.63,50.8,15.0
2021-01-01 23:00:00,154.84,55.6,14.5
2021-01-02 00:00:00,173.2,55.4,14.0
2021-01-02 01:00:00,232.26,56.2,13.3
2021-01-02 02:00:00,222.49,64.5,12.6
2021-01-02 03:00:00,173.48,69.7,12.2
2021-01-02 04:00:00,130.01,70.8,12.1
2021-01-02 05:00:00,174.1,72.8,11.8
2021-01-02 06:00:00,181.62,72.8,11.3
2021-01-02 07:00:00,138.41,70.2,11.0
2021-01-02 08:00:00,149.9,60.6,13.8
2021-01-02 09:00:00,154.54,55.5,16.5
2021-01-02 10:00:00,147.5,51.8,17.6
2021-01-02 11:00:00,131.4,46.2,18.7
2021-01-02 12:00:00,105.1,41.5,19.5
2021-01-02 13:00:00,94.2,39.8,19.5
2021-01-02 14:00:00,90.9,41.0,19.2
2021-01-02 15:00:00,88.7,40.1,19.2
2021-01-02 16:00:00,108.0,41.7,18.8
2021-01-02 17:00:00,122.3,43.2,18.4
2021-01-02 18:00:00,150.0,44.9,17.8
2021-01-02 19:00:00,163.0,46.8,17.4
2021-01-02 20:00:00,177.1,49.8,16.9
2021-01-02 21:00:00,195.74,50.4,16.4
2021-01-02 22:00:00,152.02,56.3,15.5
2021-01-02 23:00:00,110.97,62.3,15.0
2021-01-03 00:00:00,92.04,66.4,14.8
2021-01-03 01:00:00,122.95,73.8,13.5
2021-01-03 02:00:00,131.2,75.9,13.1
2021-01-03 03:00:00,117.17,78.9,12.8
2021-01-03 04:00:00,112.5,79.1,12.9
2021-01-03 05:00:00,210.26,75.8,12.5
2021-01-03 06:00:00,133.85,74.3,12.0
