timestamp,PM2.5,humidity,temperature
2021-01-01 00:00:00,76.4,67.2,14.4
2021-01-01 01:00:00,69.27,66.9,14.1
2021-01-01 02:00:00,70.87,65.6,13.8
2021-01-01 03:00:00,70.85,66.9,13.8
2021-01-01 04:00:00,78.7,62.9,13.4
2021-01-01 05:00:00,73.9,58.7,13.0
2021-01-01 06:00:00,78.69,60.8,12.4
2021-01-01 07:00:00,68.52,61.0,12.1
2021-01-01 08:00:00,72.62,57.5,12.5
2021-01-01 09:00:00,74.7,48.1,14.0
2021-01-01 10:00:00,58.2,39.8,15.6
2021-01-01 11:00:00,50.3,35.5,16.9
2021-01-01 12:00:00,46.0,31.9,18.0
2021-01-01 13:00:00,51.6,30.6,18.8
2021-01-01 14:00:00,51.3,30.1,19.4
2021-01-01 15:00:00,43.9,28.3,19.8
2021-01-01 16:00:00,44.5,29.1,20.1
2021-01-01 17:00:00,48.5,30.1,19.7
2021-01-01 18:00:00,52.9,34.7,18.3
2021-01-01 19:00:00,63.8,38.1,17.4
2021-01-01 20:00:00,89.2,42.7,16.9
2021-01-01 21:00:00,155.7,44.8,16.7
2021-01-01 22:00:00,124.2,48.8,16.3
2021-01-01 23:00:00,118.57,52.4,15.2
2021-01-02 00:00:00,152.02,58.3,14.1
2021-01-02 01:00:00,174.99,62.4,13.7
2021-01-02 02:00:00,136.01,64.2,13.4
2021-01-02 03:00:00,134.7,68.8,12.9
2021-01-02 04:00:00,109.5,67.8,13.3
2021-01-02 05:00:00,91.33,68.0,13.3
2021-01-02 06:00:00,140.28,69.6,13.2
2021-01-02 07:00:00,150.12,70.1,12.6
2021-01-02 08:00:00,105.23,66.0,12.6
2021-01-02 09:00:00,102.41,64.3,14.1
2021-01-02 10:00:00,91.01,57.7,15.8
2021-01-02 11:00:00,78.9,48.7,17.4
2021-01-02 12:00:00,79.3,45.5,18.5
2021-01-02 13:00:00,75.3,42.0,19.3
2021-01-02 14:00:00,71.3,39.8,20.2
2021-01-02 15:00:00,69.7,37.9,20.9
2021-01-02 16:00:00,76.3,38.2,21.0
2021-01-02 17:00:00,95.6,41.3,20.3
2021-01-02 18:00:00,100.7,44.6,19.1
2021-01-02 19:00:00,134.8,50.5,18.0
2021-01-02 20:00:00,143.95,52.4,17.4
2021-01-02 21:00:00,115.9,54.3,16.5
2021-01-02 22:00:00,104.65,59.6,15.7
2021-01-02 23:00:00,101.8,64.5,15.1
2021-01-03 00:00:00,86.47,68.0,14.8
2021-01-03 01:00:00,90.57,72.5,13.8
2021-01-03 02:00:00,88.68,74.3,13.8
2021-01-03 03:00:00,87.5,76.4,13.5
2021-01-03 04:00:00,74.12,76.2,13.7
2021-01-03 05:00:00,81.15,76.1,13.8
2021-01-03 06:00:00,88.11,74.1,13.3
2021-01-03 07:00:00,92.13,71.3,13.1
2021-01-03 08:00:00,105.27,70.8,13.8
2021-01-03 09:00:00,104.79,68.7,15.2
2021-01-03 10:00:00,114.3,64.8,16.8
2021-01-03 11:00:00,120.33,58.6,18.3
2021-01-03 12:00:00,116.47,54.7,19.3
2021-01-03 13:00:00,93.06,52.5,19.6
2021-01-03 14:00:00,65.7,49.5,19.7
2021-01-03 15:00:00,60.1,50.4,18.9
2021-01-03 16:00:00,77.2,51.1,18.8
2021-01-03 17:00:00,110.28,52.8,18.3
2021-01-03 18:00:00,99.39,55.2,17.8
2021-01-03 19:00:00,99.2,58.8,17.5
2021-01-03 20:00:00,85.23,59.6,17.4
2021-01-03 21:00:00,72.13,58.5,17.6
2021-01-03 22:00:00,77.8,59.5,17.5
2021-01-03 23:00:00,80.78,59.9,17.4
2021-01-04 00:00:00,93.19,61.7,17.1
2021-01-04 01:00:00,92.61,61.7,17.0
2021-01-04 02:00:00,90.1,61.4,16.9
2021-01-04 03:00:00,91.83,60.1,16.9
2021-01-04 04:00:00,94.07,62.6,16.8
2021-01-04 05:00:00,91.29,62.8,16.8
2021-01-04 06:00:00,97.7,63.4,16.7
2021-01-04 07:00:00,94.8,65.2,16.5
2021-01-04 08:00:00,91.61,63.0,16.7
2021-01-04 09:00:00,87.55,61.0,17.0
2021-01-04 10:00:00,80.73,55.2,17.9
2021-01-04 11:00:00,76.0,49.7,18.8
2021-01-04 12:00:00,76.0,47.1,19.6
2021-01-04 13:00:00,75.9,45.6,20.2
2021-01-04 14:00:00,75.4,44.6,20.6
2021-01-04 15:00:00,76.1,44.6,20.9
2021-01-04 16:00:00,77.5,45.8,20.9
2021-01-04 17:00:00,90.4,46.7,20.6
2021-01-04 18:00:00,91.6,48.6,20.2
2021-01-04 19:00:00,99.37,51.1,19.7
2021-01-04 20:00:00,122.0,53.6,19.4
2021-01-04 21:00:00,128.53,56.9,18.7
2021-01-04 22:00:00,134.75,59.4,18.1
2021-01-04 23:00:00,143.55,61.8,17.8
2021-01-05 00:00:00,146.44,63.5,17.9
2021-01-05 01:00:00,137.34,66.5,18.0
2021-01-05 02:00:00,124.07,69.7,17.8
2021-01-05 03:00:00,114.12,71.5,17.8
2021-01-05 04:00:00,132.46,73.6,17.5
2021-01-05 05:00:00,117.88,73.2,17.8
2021-01-05 06:00:00,131.81,74.4,17.7
2021-01-05 07:00:00,163.74,74.6,17.6
2021-01-05 08:00:00,129.53,72.7,17.7
2021-01-05 09:00:00,124.12,69.9,18.1
2021-01-05 10:00:00,167.4,71.8,18.5
2021-01-05 11:00:00,159.04,68.8,19.3
2021-01-05 12:00:00,164.92,66.0,20.0
2021-01-05 13:00:00,164.57,65.1,20.3
2021-01-05 14:00:00,150.53,65.6,20.1
2021-01-05 15:00:00,143.98,65.0,20.2
2021-01-05 16:00:00,129.87,64.9,20.2
2021-01-05 17:00:00,115.54,65.8,20.1
2021-01-05 18:00:00,104.94,67.0,19.9
2021-01-05 19:00:00,92.57,67.4,19.7
2021-01-05 20:00:00,86.7,68.5,19.4
2021-01-05 21:00:00,86.1,69.9,19.4
2021-01-05 22:00:00,81.68,72.0,19.2
2021-01-05 23:00:00,80.32,73.8,19.0
2021-01-06 00:00:00,80.24,75.5,18.7
2021-01-06 01:00:00,77.82,76.0,18.5
2021-01-06 02:00:00,84.28,75.8,18.2
2021-01-06 03:00:00,83.84,73.9,18.0
2021-01-06 04:00:00,76.85,74.4,17.8
2021-01-06 05:00:00,74.22,74.4,17.5
2021-01-06 06:00:00,76.56,73.1,17.5
2021-01-06 07:00:00,79.17,72.2,17.5
2021-01-06 08:00:00,83.45,73.9,17.7
2021-01-06 09:00:00,92.46,70.6,17.9
2021-01-06 10:00:00,82.98,68.2,18.1
2021-01-06 11:00:00,79.21,64.6,18.4
2021-01-06 12:00:00,81.32,62.9,18.8
2021-01-06 13:00:00,87.57,63.5,18.9
2021-01-06 14:00:00,91.5,63.5,19.3
2021-01-06 15:00:00,94.42,63.9,19.4
2021-01-06 16:00:00,92.74,63.9,19.3
2021-01-06 17:00:00,91.98,65.3,19.0
2021-01-06 18:00:00,94.23,66.2,18.8
2021-01-06 19:00:00,101.45,68.7,18.5
2021-01-06 20:00:00,115.64,70.1,18.2
2021-01-06 21:00:00,115.76,71.0,18.0
2021-01-06 22:00:00,117.13,72.8,17.8
2021-01-06 23:00:00,119.4,73.3,17.8
2021-01-07 00:00:00,128.44,73.2,17.6
2021-01-07 01:00:00,119.86,71.9,17.7
2021-01-07 02:00:00,109.49,70.2,17.7
2021-01-07 03:00:00,112.43,72.0,17.5
2021-01-07 04:00:00,102.27,72.3,17.4
2021-01-07 05:00:00,102.8,71.2,17.1
2021-01-07 06:00:00,100.52,71.2,16.8
2021-01-07 07:00:00,96.38,72.7,16.2
2021-01-07 08:00:00,90.82,79.4,15.1
2021-01-07 09:00:00,84.65,79.1,14.9
2021-01-07 10:00:00,72.07,74.5,15.0
2021-01-07 11:00:00,72.66,73.1,15.2
2021-01-07 12:00:00,61.61,73.2,15.3
2021-01-07 13:00:00,71.8,71.0,15.5
2021-01-07 14:00:00,53.6,68.8,15.6
2021-01-07 15:00:00,56.7,68.9,15.7
2021-01-07 16:00:00,55.6,69.7,15.3
2021-01-07 17:00:00,54.9,69.7,15.1
2021-01-07 18:00:00,48.4,69.3,14.9
2021-01-07 19:00:00,46.2,70.1,14.8
2021-01-07 20:00:00,46.4,70.8,14.5
2021-01-07 21:00:00,43.9,71.2,14.2
2021-01-07 22:00:00,40.2,70.7,13.9
2021-01-07 23:00:00,42.0,71.2,13.7
